GeneId:START_ID(Gene),Relation:TYPE,ProteinId:END_ID(Protein),RelationName
340120,GeneToProtein,A5PLL1,Code
729171,GeneToProtein,Q5CZ79,Code
51321,GeneToProtein,Q86W34,Code
124930,GeneToProtein,Q86YJ7,Code
91074,GeneToProtein,Q9BXX3,Code
390616,GeneToProtein,P0C6C1,Code
374860,GeneToProtein,Q9BXX2,Code
375248,GeneToProtein,A6QL64,Code
10541,GeneToProtein,Q92688,Code
57730,GeneToProtein,Q8N2N9,Code
400986,GeneToProtein,Q5JPF3,Code
29882,GeneToProtein,Q9UJX6,Code
4880,GeneToProtein,P23582,Code
23520,GeneToProtein,O43423,Code
23519,GeneToProtein,O95626,Code
4669,GeneToProtein,P54802,Code
51479,GeneToProtein,Q9P2R3,Code
4879,GeneToProtein,P16860,Code
23357,GeneToProtein,Q9UNK9,Code
81611,GeneToProtein,Q9BTT0,Code
84936,GeneToProtein,Q96K21,Code
285,GeneToProtein,O15123,Code
90806,GeneToProtein,Q5VTE6,Code
51129,GeneToProtein,Q9BY76,Code
183,GeneToProtein,P01019,Code
9068,GeneToProtein,O95841,Code
286,GeneToProtein,P16157,Code
253935,GeneToProtein,Q86XS5,Code
51378,GeneToProtein,Q9Y264,Code
23452,GeneToProtein,Q9UKU9,Code
83854,GeneToProtein,Q8NI99,Code
4878,GeneToProtein,P01160,Code
54882,GeneToProtein,Q8IWZ3,Code
367,GeneToProtein,P10275,Code
283,GeneToProtein,P03950,Code
27329,GeneToProtein,Q9Y5C1,Code
10218,GeneToProtein,O43827,Code
647589,GeneToProtein,E9PGG2,Code
23141,GeneToProtein,Q86XL3,Code
55908,GeneToProtein,Q6UXH0,Code
55139,GeneToProtein,Q9H8Y5,Code
122416,GeneToProtein,Q96BM1,Code
287,GeneToProtein,Q01484,Code
56172,GeneToProtein,Q9HCJ1,Code
124401,GeneToProtein,Q6ZW76,Code
284,GeneToProtein,Q15389,Code
65990,GeneToProtein,Q9BQD7,Code
255239,GeneToProtein,Q8NFD2,Code
27063,GeneToProtein,Q15327,Code
3276,GeneToProtein,Q99873,Code
203286,GeneToProtein,Q68DC2,Code
126549,GeneToProtein,Q8NAG6,Code
54496,GeneToProtein,Q9NVM4,Code
288,GeneToProtein,Q12955,Code
54443,GeneToProtein,Q9NQW6,Code
26287,GeneToProtein,Q9GZV1,Code
389161,GeneToProtein,A6NFN9,Code
10419,GeneToProtein,O14744,Code
22881,GeneToProtein,Q9Y2G4,Code
51281,GeneToProtein,Q9P2S6,Code
3275,GeneToProtein,P55345,Code
150709,GeneToProtein,Q7Z5J8,Code
56341,GeneToProtein,Q9NR22,Code
56311,GeneToProtein,Q92527,Code
57037,GeneToProtein,Q8IV38,Code
90826,GeneToProtein,Q6P2P2,Code
63926,GeneToProtein,Q9NU02,Code
162282,GeneToProtein,Q8N957,Code
10196,GeneToProtein,O60678,Code
55170,GeneToProtein,Q96LA8,Code
55129,GeneToProtein,Q9NW15,Code
4881,GeneToProtein,P16066,Code
55608,GeneToProtein,Q9NXR5,Code
50636,GeneToProtein,Q6IWH7,Code
55107,GeneToProtein,Q5XXA6,Code
51239,GeneToProtein,Q53RE8,Code
22852,GeneToProtein,Q9UPS8,Code
54851,GeneToProtein,Q8WVL7,Code
91369,GeneToProtein,Q6AI12,Code
342850,GeneToProtein,A6NC57,Code
100131244,GeneToProtein,C9JTQ0,Code
29123,GeneToProtein,Q6UB99,Code
57719,GeneToProtein,Q9HCE9,Code
57182,GeneToProtein,Q9ULJ7,Code
338699,GeneToProtein,Q8N9B4,Code
441869,GeneToProtein,E5RJM6,Code
23294,GeneToProtein,Q92625,Code
100287718,GeneToProtein,B4E2M5,Code
338440,GeneToProtein,A1A5B4,Code
283373,GeneToProtein,Q8NB46,Code
57101,GeneToProtein,Q9NQ90,Code
23253,GeneToProtein,Q6UB98,Code
84079,GeneToProtein,Q96NW4,Code
4882,GeneToProtein,P20594,Code
57763,GeneToProtein,Q9H9E1,Code
91526,GeneToProtein,Q8N8A2,Code
79998,GeneToProtein,Q8N9V6,Code
54522,GeneToProtein,Q6P6B7,Code
56899,GeneToProtein,Q7Z6G8,Code
63982,GeneToProtein,Q9BYT9,Code
339416,GeneToProtein,Q5TZF3,Code
23243,GeneToProtein,O15084,Code
157567,GeneToProtein,Q86W74,Code
4883,GeneToProtein,P17342,Code
129138,GeneToProtein,Q6NXT1,Code
121601,GeneToProtein,Q32M45,Code
147463,GeneToProtein,Q8N6D5,Code
26057,GeneToProtein,O75179,Code
79722,GeneToProtein,Q3KP44,Code
256006,GeneToProtein,Q8N7Z5,Code
257629,GeneToProtein,Q8N8V4,Code
140731,GeneToProtein,Q9BZ19,Code
203859,GeneToProtein,Q75V66,Code
462,GeneToProtein,P01008,Code
138649,GeneToProtein,Q9H560,Code
100310846,GeneToProtein,A6NGH8,Code
148741,GeneToProtein,Q8N283,Code
353322,GeneToProtein,Q7Z713,Code
118429,GeneToProtein,P58335,Code
118932,GeneToProtein,Q5VYY1,Code
312,GeneToProtein,P27216,Code
196527,GeneToProtein,Q4KMQ2,Code
307,GeneToProtein,P09525,Code
11199,GeneToProtein,Q9UJ72,Code
200539,GeneToProtein,Q86SG2,Code
310,GeneToProtein,P20073,Code
170961,GeneToProtein,Q8TF21,Code
195977,GeneToProtein,A6NF34,Code
653145,GeneToProtein,P13928,Code
84168,GeneToProtein,Q9H6X2,Code
311,GeneToProtein,P50995,Code
314,GeneToProtein,O75106,Code
308,GeneToProtein,P08758,Code
8416,GeneToProtein,O76027,Code
313,GeneToProtein,P28039,Code
302,GeneToProtein,P07355,Code
8639,GeneToProtein,Q16853,Code
301,GeneToProtein,P04083,Code
309,GeneToProtein,P08133,Code
4129,GeneToProtein,P27338,Code
306,GeneToProtein,P12429,Code
26,GeneToProtein,P19801,Code
8905,GeneToProtein,P56377,Code
9892,GeneToProtein,O60641,Code
164,GeneToProtein,O43747,Code
10053,GeneToProtein,Q9Y6Q5,Code
130340,GeneToProtein,Q96PC3,Code
4128,GeneToProtein,P21397,Code
316,GeneToProtein,Q06278,Code
7022,GeneToProtein,Q92754,Code
8906,GeneToProtein,O75843,Code
55435,GeneToProtein,Q63HQ0,Code
7020,GeneToProtein,P05549,Code
1174,GeneToProtein,P61966,Code
83741,GeneToProtein,Q7Z6R9,Code
162,GeneToProtein,Q10567,Code
8907,GeneToProtein,Q9BXS5,Code
160,GeneToProtein,O95782,Code
10947,GeneToProtein,P53677,Code
339488,GeneToProtein,Q6VUC0,Code
1175,GeneToProtein,P53680,Code
23431,GeneToProtein,Q9UPM8,Code
163,GeneToProtein,P63010,Code
161,GeneToProtein,O94973,Code
8943,GeneToProtein,O14617,Code
1176,GeneToProtein,Q92572,Code
1173,GeneToProtein,Q96CW1,Code
146705,GeneToProtein,Q96N21,Code
55745,GeneToProtein,Q9H0R1,Code
8546,GeneToProtein,O00203,Code
9179,GeneToProtein,O00189,Code
7021,GeneToProtein,Q92481,Code
10239,GeneToProtein,P59780,Code
8120,GeneToProtein,Q13367,Code
317,GeneToProtein,O14727,Code
318,GeneToProtein,P50583,Code
55317,GeneToProtein,Q9NUS5,Code
26985,GeneToProtein,Q9Y2T2,Code
11154,GeneToProtein,Q9Y587,Code
9907,GeneToProtein,O43299,Code
10717,GeneToProtein,Q9Y6B7,Code
91056,GeneToProtein,Q2VPB7,Code
51529,GeneToProtein,Q9NYG5,Code
320,GeneToProtein,Q02410,Code
119504,GeneToProtein,Q96DE5,Code
51434,GeneToProtein,Q9UJX3,Code
321,GeneToProtein,Q99767,Code
10513,GeneToProtein,Q92624,Code
29945,GeneToProtein,Q9UJX5,Code
25847,GeneToProtein,Q9BS18,Code
64682,GeneToProtein,Q9H1A4,Code
147495,GeneToProtein,Q8J025,Code
9546,GeneToProtein,O96018,Code
25906,GeneToProtein,P60006,Code
10393,GeneToProtein,Q9UM13,Code
10297,GeneToProtein,O95996,Code
164284,GeneToProtein,Q8NCL9,Code
322,GeneToProtein,O00213,Code
51433,GeneToProtein,Q9UJX4,Code
8862,GeneToProtein,Q9ULZ1,Code
324,GeneToProtein,P25054,Code
323,GeneToProtein,Q92870,Code
83464,GeneToProtein,Q8WW43,Code
10307,GeneToProtein,O95704,Code
51107,GeneToProtein,Q96BI3,Code
27301,GeneToProtein,Q9UBZ4,Code
8539,GeneToProtein,Q9BZZ5,Code
200558,GeneToProtein,Q8IW19,Code
328,GeneToProtein,P27695,Code
187,GeneToProtein,P35414,Code
333,GeneToProtein,P51693,Code
81575,GeneToProtein,Q96LR9,Code
57136,GeneToProtein,Q9HDC9,Code
334,GeneToProtein,Q06481,Code
335,GeneToProtein,P02647,Code
116519,GeneToProtein,Q6Q788,Code
337,GeneToProtein,P06727,Code
336,GeneToProtein,P02652,Code
4018,GeneToProtein,P08519,Code
55911,GeneToProtein,Q0VD83,Code
341,GeneToProtein,P02654,Code
346,GeneToProtein,P55056,Code
345,GeneToProtein,P02656,Code
347,GeneToProtein,P05090,Code
80831,GeneToProtein,Q9BWW9,Code
338,GeneToProtein,P04114,Code
80830,GeneToProtein,Q9BWW8,Code
344,GeneToProtein,P02655,Code
55937,GeneToProtein,O95445,Code
348,GeneToProtein,P02649,Code
339883,GeneToProtein,Q8IVJ8,Code
319,GeneToProtein,Q13790,Code
5621,GeneToProtein,F7VJQ1,Code
350,GeneToProtein,P02749,Code
8542,GeneToProtein,O14791,Code
23780,GeneToProtein,Q9BQE5,Code
80833,GeneToProtein,O95236,Code
80832,GeneToProtein,Q9BPW4,Code
151516,GeneToProtein,Q53RT3,Code
5366,GeneToProtein,Q13794,Code
54840,GeneToProtein,Q7Z2E3,Code
353,GeneToProtein,P07741,Code
653437,GeneToProtein,A6NM10,Code
358,GeneToProtein,P29972,Code
361,GeneToProtein,P55087,Code
89872,GeneToProtein,Q96PS8,Code
366,GeneToProtein,O43315,Code
441432,GeneToProtein,A6NL99,Code
375318,GeneToProtein,Q8IXF9,Code
100509620,GeneToProtein,A0A075B734,Code
282679,GeneToProtein,Q8NBQ7,Code
360,GeneToProtein,Q92482,Code
364,GeneToProtein,O14520,Code
124149,GeneToProtein,Q6NSI1,Code
359,GeneToProtein,P41181,Code
392509,GeneToProtein,Q5H913,Code
9716,GeneToProtein,O60306,Code
362,GeneToProtein,P55064,Code
343,GeneToProtein,O94778,Code
23204,GeneToProtein,Q15041,Code
200894,GeneToProtein,Q3SXY8,Code
23568,GeneToProtein,Q9Y2Y0,Code
51329,GeneToProtein,Q66PJ3,Code
363,GeneToProtein,Q13520,Code
151188,GeneToProtein,Q8N6S5,Code
131909,GeneToProtein,A6NC97,Code
51374,GeneToProtein,Q6UW56,Code
369,GeneToProtein,P10398,Code
84837,GeneToProtein,Q96IT6,Code
157,GeneToProtein,P35626,Code
10552,GeneToProtein,Q92747,Code
116985,GeneToProtein,Q96P48,Code
156,GeneToProtein,P25098,Code
83989,GeneToProtein,Q8WUF8,Code
10095,GeneToProtein,O15143,Code
116984,GeneToProtein,Q8WZ64,Code
64411,GeneToProtein,Q8WWN8,Code
23237,GeneToProtein,Q7LC44,Code
339487,GeneToProtein,Q8IWT0,Code
374,GeneToProtein,P15514,Code
381,GeneToProtein,P84085,Code
375,GeneToProtein,P84077,Code
9870,GeneToProtein,O15033,Code
377,GeneToProtein,P61204,Code
382,GeneToProtein,P62330,Code
55738,GeneToProtein,Q8N6T3,Code
378,GeneToProtein,P18085,Code
27236,GeneToProtein,P53367,Code
445328,GeneToProtein,A5YM69,Code
1029,GeneToProtein,Q8N726,Code
84904,GeneToProtein,Q8N4T4,Code
84364,GeneToProtein,Q8N6H7,Code
23647,GeneToProtein,P53365,Code
55160,GeneToProtein,Q9HCE6,Code
64283,GeneToProtein,Q8N1W1,Code
26286,GeneToProtein,Q9NP61,Code
10139,GeneToProtein,Q13795,Code
100271715,GeneToProtein,A8MVX0,Code
384,GeneToProtein,P78540,Code
503582,GeneToProtein,A6NJG6,Code
383,GeneToProtein,P05089,Code
55082,GeneToProtein,Q9NWB6,Code
9181,GeneToProtein,Q92974,Code
389337,GeneToProtein,A1IGU5,Code
10276,GeneToProtein,Q7Z628,Code
646450,GeneToProtein,Q8N7S6,Code
54848,GeneToProtein,Q9NXL2,Code
23370,GeneToProtein,Q6ZSZ5,Code
23229,GeneToProtein,O43307,Code
196528,GeneToProtein,Q68CP9,Code
50650,GeneToProtein,Q9NR81,Code
494470,GeneToProtein,Q6ZSG1,Code
55701,GeneToProtein,Q8TER5,Code
128272,GeneToProtein,Q8IW93,Code
80117,GeneToProtein,Q8N4G2,Code
10425,GeneToProtein,O95376,Code
10865,GeneToProtein,Q03989,Code
54622,GeneToProtein,Q9NXU5,Code
50649,GeneToProtein,Q9NR80,Code
115557,GeneToProtein,Q86VW2,Code
147339,GeneToProtein,Q96B23,Code
339231,GeneToProtein,Q0P5N6,Code
9639,GeneToProtein,O15013,Code
51326,GeneToProtein,Q8IVW1,Code
1820,GeneToProtein,Q99856,Code
23132,GeneToProtein,Q9Y4B4,Code
9138,GeneToProtein,Q92888,Code
7984,GeneToProtein,Q12774,Code
8289,GeneToProtein,O14497,Code
26084,GeneToProtein,Q96DR7,Code
8574,GeneToProtein,O43488,Code
9826,GeneToProtein,O15085,Code
113622,GeneToProtein,Q8NDY3,Code
400,GeneToProtein,P40616,Code
10620,GeneToProtein,Q8IVW6,Code
84159,GeneToProtein,Q14865,Code
9459,GeneToProtein,Q15052,Code
138715,GeneToProtein,A6NKF2,Code
23365,GeneToProtein,Q9NZN5,Code
10124,GeneToProtein,P40617,Code
22977,GeneToProtein,O95154,Code
402,GeneToProtein,P36404,Code
26119,GeneToProtein,Q5SW96,Code
57492,GeneToProtein,Q8NFD5,Code
246181,GeneToProtein,Q8NHP1,Code
5926,GeneToProtein,P29374,Code
22899,GeneToProtein,O94989,Code
285598,GeneToProtein,Q8N8L6,Code
10123,GeneToProtein,P56559,Code
84100,GeneToProtein,Q9H0F7,Code
8874,GeneToProtein,Q14155,Code
115761,GeneToProtein,Q969Q4,Code
379,GeneToProtein,P49703,Code
27237,GeneToProtein,Q5VV41,Code
51742,GeneToProtein,Q4LE39,Code
132946,GeneToProtein,Q6T311,Code
403,GeneToProtein,P36405,Code
26225,GeneToProtein,Q9Y689,Code
9828,GeneToProtein,Q96PE2,Code
127829,GeneToProtein,Q96BM9,Code
221079,GeneToProtein,Q96KC2,Code
390790,GeneToProtein,A6NH57,Code
25820,GeneToProtein,Q9Y4X5,Code
55207,GeneToProtein,Q9NVJ2,Code
435,GeneToProtein,P04424,Code
221481,GeneToProtein,Q5T9G4,Code
93436,GeneToProtein,Q6NXE6,Code
339541,GeneToProtein,Q6PIY5,Code
79637,GeneToProtein,Q9H6L4,Code
55156,GeneToProtein,Q9NVT9,Code
79624,GeneToProtein,Q9H993,Code
101928603,GeneToProtein,H3BNL8,Code
84071,GeneToProtein,Q8NEN0,Code
25852,GeneToProtein,Q8IUR7,Code
79591,GeneToProtein,Q5T2E6,Code
219681,GeneToProtein,Q5W041,Code
64860,GeneToProtein,Q6P1M9,Code
54470,GeneToProtein,Q7L4S7,Code
51309,GeneToProtein,Q9P291,Code
145407,GeneToProtein,Q86TY3,Code
79798,GeneToProtein,Q96C12,Code
80210,GeneToProtein,Q7Z3E5,Code
83787,GeneToProtein,Q8N2F6,Code
9823,GeneToProtein,Q7L311,Code
387715,GeneToProtein,P0C7Q2,Code
51566,GeneToProtein,Q9UH62,Code
100131755,GeneToProtein,Q5H9R4,Code
9915,GeneToProtein,Q9HBZ2,Code
405,GeneToProtein,P27540,Code
10776,GeneToProtein,P56211,Code
10777,GeneToProtein,Q9UBL0,Code
91582,GeneToProtein,Q86WX3,Code
10096,GeneToProtein,P61158,Code
64431,GeneToProtein,Q9GZN1,Code
55860,GeneToProtein,Q9NZ32,Code
57180,GeneToProtein,Q9P1U1,Code
79913,GeneToProtein,Q9H9F9,Code
10094,GeneToProtein,O15145,Code
653857,GeneToProtein,Q9C0K3,Code
93973,GeneToProtein,Q9H981,Code
81873,GeneToProtein,Q9BPX5,Code
10097,GeneToProtein,P61160,Code
10109,GeneToProtein,O15144,Code
348110,GeneToProtein,Q7Z6K5,Code
92714,GeneToProtein,Q8N5I2,Code
10093,GeneToProtein,P59998,Code
27106,GeneToProtein,Q8TBH0,Code
409,GeneToProtein,P32121,Code
6295,GeneToProtein,P10523,Code
57561,GeneToProtein,Q96B67,Code
10092,GeneToProtein,O15511,Code
91947,GeneToProtein,Q8NCT1,Code
645432,GeneToProtein,A6NEK1,Code
410,GeneToProtein,P15289,Code
340075,GeneToProtein,Q5FYB1,Code
408,GeneToProtein,P49407,Code
79642,GeneToProtein,Q5FYB0,Code
64801,GeneToProtein,Q9H2C2,Code
414,GeneToProtein,P51689,Code
416,GeneToProtein,P54793,Code
22901,GeneToProtein,Q96EG1,Code
407,GeneToProtein,P36575,Code
153642,GeneToProtein,Q6UWY0,Code
421,GeneToProtein,O00192,Code
170302,GeneToProtein,Q96QS3,Code
411,GeneToProtein,P15848,Code
347527,GeneToProtein,Q5FYA8,Code
9048,GeneToProtein,Q5T4W7,Code
415,GeneToProtein,P51690,Code
653308,GeneToProtein,P0C7U1,Code
92591,GeneToProtein,Q96NS5,Code
51130,GeneToProtein,Q9Y575,Code
9,GeneToProtein,P18440,Code
136371,GeneToProtein,Q8WXI3,Code
57412,GeneToProtein,Q9HBK9,Code
51666,GeneToProtein,Q9Y574,Code
56624,GeneToProtein,Q9NR71,Code
127247,GeneToProtein,Q8WXJ9,Code
140462,GeneToProtein,Q96DX5,Code
140458,GeneToProtein,Q8WWX0,Code
401036,GeneToProtein,Q6ZVZ8,Code
140456,GeneToProtein,Q8WXH4,Code
140459,GeneToProtein,Q9NWX5,Code
10,GeneToProtein,P11245,Code
142689,GeneToProtein,Q8WXK4,Code
140460,GeneToProtein,Q9H672,Code
51665,GeneToProtein,Q9Y576,Code
430,GeneToProtein,Q99929,Code
10973,GeneToProtein,Q8N3C0,Code
79754,GeneToProtein,Q8WXK3,Code
51008,GeneToProtein,Q8N9N2,Code
140461,GeneToProtein,Q9H765,Code
427,GeneToProtein,Q13510,Code
50807,GeneToProtein,Q9ULH1,Code
142686,GeneToProtein,A6NK59,Code
56676,GeneToProtein,Q9NQ33,Code
29108,GeneToProtein,Q9ULZ3,Code
51676,GeneToProtein,Q96Q27,Code
142685,GeneToProtein,Q8WXK1,Code
84164,GeneToProtein,Q9H1I8,Code
121549,GeneToProtein,Q6XD76,Code
8853,GeneToProtein,O43150,Code
647219,GeneToProtein,Q7RTU5,Code
55616,GeneToProtein,Q8TDY4,Code
433,GeneToProtein,P07307,Code
429,GeneToProtein,P50553,Code
339201,GeneToProtein,Q495Z4,Code
55515,GeneToProtein,Q96FT7,Code
25842,GeneToProtein,Q9Y294,Code
434,GeneToProtein,P42127,Code
79074,GeneToProtein,Q9BVC5,Code
51802,GeneToProtein,Q9NY37,Code
55870,GeneToProtein,Q9NR48,Code
41,GeneToProtein,P78348,Code
55723,GeneToProtein,Q9NVP2,Code
80150,GeneToProtein,Q7L266,Code
432,GeneToProtein,P07306,Code
27293,GeneToProtein,Q92485,Code
9070,GeneToProtein,Q9UBL3,Code
40,GeneToProtein,Q16515,Code
8623,GeneToProtein,O95671,Code
9311,GeneToProtein,Q9UHC3,Code
10924,GeneToProtein,Q92484,Code
438,GeneToProtein,P46597,Code
54529,GeneToProtein,Q9NWL6,Code
440,GeneToProtein,P08243,Code
6609,GeneToProtein,P17405,Code
253982,GeneToProtein,Q5U4P2,Code
554235,GeneToProtein,A6ND91,Code
57168,GeneToProtein,Q6ICH7,Code
79058,GeneToProtein,Q9BZE9,Code
175,GeneToProtein,P20933,Code
259266,GeneToProtein,Q8IZT6,Code
23368,GeneToProtein,Q96KQ4,Code
56,GeneToProtein,P26436,Code
444,GeneToProtein,Q12797,Code
7159,GeneToProtein,Q13625,Code
54829,GeneToProtein,Q9BXN1,Code
445,GeneToProtein,P00966,Code
28990,GeneToProtein,Q2TB18,Code
51398,GeneToProtein,Q9Y284,Code
431705,GeneToProtein,Q6HA08,Code
110599588,GeneToProtein,L0R819,Code
23250,GeneToProtein,P98196,Code
460,GeneToProtein,O14525,Code
136991,GeneToProtein,Q8WWH4,Code
171023,GeneToProtein,Q8IXJ9,Code
79572,GeneToProtein,Q9H7F0,Code
23200,GeneToProtein,Q9Y2G3,Code
57194,GeneToProtein,O60312,Code
23245,GeneToProtein,O75129,Code
55252,GeneToProtein,Q76L83,Code
477,GeneToProtein,P50993,Code
84239,GeneToProtein,Q4VNC1,Code
23120,GeneToProtein,O94823,Code
481,GeneToProtein,P05026,Code
80816,GeneToProtein,Q9C0F0,Code
57655,GeneToProtein,Q96CP6,Code
344905,GeneToProtein,Q4VNC0,Code
483,GeneToProtein,P54709,Code
57205,GeneToProtein,Q9P241,Code
286410,GeneToProtein,Q8NB49,Code
476,GeneToProtein,P05023,Code
57476,GeneToProtein,Q3KR37,Code
23439,GeneToProtein,Q9UN42,Code
478,GeneToProtein,P13637,Code
54762,GeneToProtein,Q8IYS0,Code
482,GeneToProtein,P14415,Code
491,GeneToProtein,Q01814,Code
479,GeneToProtein,P54707,Code
64850,GeneToProtein,Q8TBG4,Code
480,GeneToProtein,Q13733,Code
516,GeneToProtein,P05496,Code
85007,GeneToProtein,Q8IUZ5,Code
487,GeneToProtein,O14983,Code
488,GeneToProtein,P16615,Code
51761,GeneToProtein,Q9NTI2,Code
267020,GeneToProtein,Q7Z4Y8,Code
492,GeneToProtein,Q16720,Code
517,GeneToProtein,Q06055,Code
432369,GeneToProtein,Q5VTU8,Code
222255,GeneToProtein,Q9ULK2,Code
57130,GeneToProtein,Q9HD20,Code
127002,GeneToProtein,Q5T6C5,Code
5205,GeneToProtein,O43520,Code
79915,GeneToProtein,Q96QE3,Code
493,GeneToProtein,P23634,Code
518,GeneToProtein,P48201,Code
56970,GeneToProtein,Q14CW9,Code
515,GeneToProtein,P24539,Code
23400,GeneToProtein,Q9NQ11,Code
84896,GeneToProtein,Q8NBU5,Code
57198,GeneToProtein,P98198,Code
489,GeneToProtein,Q93084,Code
84852,GeneToProtein,Q5TC04,Code
10396,GeneToProtein,Q9Y2Q0,Code
79969,GeneToProtein,Q5SQI0,Code
148229,GeneToProtein,O60423,Code
27032,GeneToProtein,P98194,Code
29028,GeneToProtein,Q6PL18,Code
79895,GeneToProtein,Q8TF62,Code
6315,GeneToProtein,P0DMR3,Code
9914,GeneToProtein,O75185,Code
219293,GeneToProtein,Q5T2N8,Code
85300,GeneToProtein,Q86WG3,Code
490,GeneToProtein,P20020,Code
466,GeneToProtein,P18846,Code
468,GeneToProtein,P18848,Code
11101,GeneToProtein,O95260,Code
54454,GeneToProtein,Q9ULI0,Code
83734,GeneToProtein,Q9H0Y0,Code
22809,GeneToProtein,Q9Y2D1,Code
9140,GeneToProtein,O94817,Code
55210,GeneToProtein,Q9NVI7,Code
1386,GeneToProtein,P15336,Code
83858,GeneToProtein,Q5T9A4,Code
22926,GeneToProtein,P18850,Code
9776,GeneToProtein,O75143,Code
1388,GeneToProtein,Q99941,Code
467,GeneToProtein,P18847,Code
11016,GeneToProtein,P17544,Code
23130,GeneToProtein,Q2TAZ0,Code
55102,GeneToProtein,Q96BY7,Code
23192,GeneToProtein,Q9Y4P1,Code
64422,GeneToProtein,Q9NT62,Code
115201,GeneToProtein,Q8WYN0,Code
84938,GeneToProtein,Q96DT6,Code
10533,GeneToProtein,O95352,Code
84971,GeneToProtein,Q86TL0,Code
9474,GeneToProtein,Q9H1Y0,Code
92949,GeneToProtein,Q8N6G6,Code
93974,GeneToProtein,Q9UII2,Code
57188,GeneToProtein,P82987,Code
79065,GeneToProtein,Q7Z3C6,Code
60673,GeneToProtein,Q9BSB4,Code
9719,GeneToProtein,Q86TH1,Code
285973,GeneToProtein,Q674R7,Code
64225,GeneToProtein,Q8NHH9,Code
339366,GeneToProtein,Q6ZMM2,Code
25923,GeneToProtein,Q6DD88,Code
54507,GeneToProtein,Q6UY14,Code
1822,GeneToProtein,P54259,Code
80256,GeneToProtein,Q7L5A3,Code
486,GeneToProtein,P54710,Code
51062,GeneToProtein,Q8WXF7,Code
474,GeneToProtein,Q92858,Code
220202,GeneToProtein,Q8N100,Code
23300,GeneToProtein,O43313,Code
475,GeneToProtein,O00244,Code
84913,GeneToProtein,Q96SQ7,Code
91419,GeneToProtein,Q9Y6H3,Code
56204,GeneToProtein,Q32MH5,Code
514,GeneToProtein,P56381,Code
521,GeneToProtein,P56385,Code
496,GeneToProtein,P51164,Code
472,GeneToProtein,Q13315,Code
495,GeneToProtein,P20648,Code
522,GeneToProtein,P18859,Code
10476,GeneToProtein,O75947,Code
10632,GeneToProtein,O75964,Code
9556,GeneToProtein,P56378,Code
27109,GeneToProtein,Q99766,Code
538,GeneToProtein,Q04656,Code
10079,GeneToProtein,O75110,Code
374868,GeneToProtein,O43861,Code
540,GeneToProtein,P35670,Code
498,GeneToProtein,P25705,Code
506,GeneToProtein,P06576,Code
513,GeneToProtein,P30049,Code
91647,GeneToProtein,Q8N5M1,Code
64756,GeneToProtein,Q5TC12,Code
509,GeneToProtein,P36542,Code
9551,GeneToProtein,P56134,Code
84833,GeneToProtein,Q96IX5,Code
171019,GeneToProtein,Q8TE59,Code
57085,GeneToProtein,Q6RW13,Code
545,GeneToProtein,Q13535,Code
84126,GeneToProtein,Q8WXE1,Code
9510,GeneToProtein,Q9UHI8,Code
11096,GeneToProtein,Q9UNA0,Code
400165,GeneToProtein,Q6ZP68,Code
539,GeneToProtein,P48047,Code
546,GeneToProtein,P46100,Code
11174,GeneToProtein,Q9UKP5,Code
342371,GeneToProtein,P0C7T5,Code
26033,GeneToProtein,Q5VV63,Code
11173,GeneToProtein,Q9UKP4,Code
92552,GeneToProtein,Q9H3M9,Code
81794,GeneToProtein,Q9H324,Code
80070,GeneToProtein,P59510,Code
81792,GeneToProtein,P58397,Code
11095,GeneToProtein,Q9UP79,Code
9509,GeneToProtein,O95450,Code
8455,GeneToProtein,O75882,Code
6898,GeneToProtein,P17735,Code
56999,GeneToProtein,Q9P2N4,Code
25814,GeneToProtein,Q9UBB4,Code
6310,GeneToProtein,P54253,Code
4287,GeneToProtein,P54252,Code
11093,GeneToProtein,Q76LX8,Code
9508,GeneToProtein,O15072,Code
79000,GeneToProtein,Q9H7T9,Code
140766,GeneToProtein,Q8WXS8,Code
549,GeneToProtein,Q13825,Code
170689,GeneToProtein,Q8TE58,Code
9507,GeneToProtein,O75173,Code
6314,GeneToProtein,O15265,Code
170690,GeneToProtein,Q8TE57,Code
550,GeneToProtein,Q9Y679,Code
11273,GeneToProtein,Q8WWM7,Code
724066,GeneToProtein,Q156A1,Code
170691,GeneToProtein,Q8TE56,Code
170692,GeneToProtein,Q8TE60,Code
6790,GeneToProtein,O14965,Code
9829,GeneToProtein,O75061,Code
84417,GeneToProtein,Q9H1Z8,Code
6311,GeneToProtein,Q99700,Code
26053,GeneToProtein,Q8WXX7,Code
57099,GeneToProtein,Q9NQS1,Code
60370,GeneToProtein,Q5T686,Code
10677,GeneToProtein,O75366,Code
93,GeneToProtein,Q13705,Code
23080,GeneToProtein,Q8NBF6,Code
158835,GeneToProtein,Q6E213,Code
304,GeneToProtein,A6NMY6,Code
728113,GeneToProtein,Q5VT79,Code
9212,GeneToProtein,Q96GD4,Code
126859,GeneToProtein,Q5T1B0,Code
92,GeneToProtein,P27037,Code
8312,GeneToProtein,O15169,Code
6795,GeneToProtein,Q9UQB9,Code
389289,GeneToProtein,Q3ZCQ2,Code
51582,GeneToProtein,O14977,Code
8313,GeneToProtein,Q9Y2T1,Code
158833,GeneToProtein,Q58HT5,Code
113451,GeneToProtein,Q96A70,Code
64343,GeneToProtein,Q9H6S1,Code
