GeneId:START_ID(Gene),Relation:TYPE,DiseaseId:END_ID(Disease),DSI,DPI,RelationName
627,GeneToDisease,C0338831,0.345,0.923,Relate to
627,GeneToDisease,C0376384,0.345,0.923,Relate to
627,GeneToDisease,C0393734,0.345,0.923,Relate to
627,GeneToDisease,C0422850,0.345,0.923,Relate to
627,GeneToDisease,C0422852,0.345,0.923,Relate to
627,GeneToDisease,C0422853,0.345,0.923,Relate to
627,GeneToDisease,C0422854,0.345,0.923,Relate to
627,GeneToDisease,C0422855,0.345,0.923,Relate to
627,GeneToDisease,C0494463,0.345,0.923,Relate to
627,GeneToDisease,C0494475,0.345,0.923,Relate to
627,GeneToDisease,C0525045,0.345,0.923,Relate to
627,GeneToDisease,C0546126,0.345,0.923,Relate to
627,GeneToDisease,C0600241,0.345,0.923,Relate to
627,GeneToDisease,C0600427,0.345,0.923,Relate to
627,GeneToDisease,C0750900,0.345,0.923,Relate to
627,GeneToDisease,C0750901,0.345,0.923,Relate to
627,GeneToDisease,C0751056,0.345,0.923,Relate to
627,GeneToDisease,C0751068,0.345,0.923,Relate to
627,GeneToDisease,C0751110,0.345,0.923,Relate to
627,GeneToDisease,C0751111,0.345,0.923,Relate to
627,GeneToDisease,C0751117,0.345,0.923,Relate to
627,GeneToDisease,C0751118,0.345,0.923,Relate to
627,GeneToDisease,C0751119,0.345,0.923,Relate to
627,GeneToDisease,C0751123,0.345,0.923,Relate to
627,GeneToDisease,C0751494,0.345,0.923,Relate to
627,GeneToDisease,C0751495,0.345,0.923,Relate to
627,GeneToDisease,C0751496,0.345,0.923,Relate to
627,GeneToDisease,C0751522,0.345,0.923,Relate to
627,GeneToDisease,C0751523,0.345,0.923,Relate to
627,GeneToDisease,C0751524,0.345,0.923,Relate to
627,GeneToDisease,C0917798,0.345,0.923,Relate to
627,GeneToDisease,C0917816,0.345,0.923,Relate to
627,GeneToDisease,C1269683,0.345,0.923,Relate to
627,GeneToDisease,C1275808,0.345,0.923,Relate to
627,GeneToDisease,C1510586,0.345,0.923,Relate to
627,GeneToDisease,C1708349,0.345,0.923,Relate to
627,GeneToDisease,C2931803,0.345,0.923,Relate to
627,GeneToDisease,C3495874,0.345,0.923,Relate to
627,GeneToDisease,C3714756,0.345,0.923,Relate to
627,GeneToDisease,C3887640,0.345,0.923,Relate to
627,GeneToDisease,C4048158,0.345,0.923,Relate to
627,GeneToDisease,C4082305,0.345,0.923,Relate to
627,GeneToDisease,C4316903,0.345,0.923,Relate to
627,GeneToDisease,C4317109,0.345,0.923,Relate to
627,GeneToDisease,C4317123,0.345,0.923,Relate to
627,GeneToDisease,C4505390,0.345,0.923,Relate to
627,GeneToDisease,C4505436,0.345,0.923,Relate to
629,GeneToDisease,C0017662,0.532,0.769,Relate to
629,GeneToDisease,C0019061,0.532,0.769,Relate to
629,GeneToDisease,C0024141,0.532,0.769,Relate to
629,GeneToDisease,C0026896,0.532,0.769,Relate to
629,GeneToDisease,C0242380,0.532,0.769,Relate to
629,GeneToDisease,C0242383,0.532,0.769,Relate to
629,GeneToDisease,C0272242,0.532,0.769,Relate to
629,GeneToDisease,C0751339,0.532,0.769,Relate to
629,GeneToDisease,C0751340,0.532,0.769,Relate to
629,GeneToDisease,C2931788,0.532,0.769,Relate to
629,GeneToDisease,C3809653,0.532,0.769,Relate to
629,GeneToDisease,C3809950,0.532,0.769,Relate to
629,GeneToDisease,C4087273,0.532,0.769,Relate to
631,GeneToDisease,C0392557,0.729,0.231,Relate to
631,GeneToDisease,C1112705,0.729,0.231,Relate to
631,GeneToDisease,C1969644,0.729,0.231,Relate to
631,GeneToDisease,C3808107,0.729,0.231,Relate to
632,GeneToDisease,C0004096,0.462,0.846,Relate to
632,GeneToDisease,C0006663,0.462,0.846,Relate to
632,GeneToDisease,C0018824,0.462,0.846,Relate to
632,GeneToDisease,C0033578,0.462,0.846,Relate to
632,GeneToDisease,C0263628,0.462,0.846,Relate to
632,GeneToDisease,C0376358,0.462,0.846,Relate to
632,GeneToDisease,C0521174,0.462,0.846,Relate to
633,GeneToDisease,C0003873,0.484,0.808,Relate to
633,GeneToDisease,C0006142,0.484,0.808,Relate to
633,GeneToDisease,C1848097,0.484,0.808,Relate to
633,GeneToDisease,C4310811,0.484,0.808,Relate to
633,GeneToDisease,C4707243,0.484,0.808,Relate to
634,GeneToDisease,C0000786,0.525,0.731,Relate to
634,GeneToDisease,C0000822,0.525,0.731,Relate to
634,GeneToDisease,C0001418,0.525,0.731,Relate to
634,GeneToDisease,C0024121,0.525,0.731,Relate to
634,GeneToDisease,C0205641,0.525,0.731,Relate to
634,GeneToDisease,C0205642,0.525,0.731,Relate to
634,GeneToDisease,C0205643,0.525,0.731,Relate to
634,GeneToDisease,C0205644,0.525,0.731,Relate to
634,GeneToDisease,C0205645,0.525,0.731,Relate to
634,GeneToDisease,C0242379,0.525,0.731,Relate to
634,GeneToDisease,C4552766,0.525,0.731,Relate to
635,GeneToDisease,C0000832,0.595,0.731,Relate to
635,GeneToDisease,C0001973,0.595,0.731,Relate to
635,GeneToDisease,C0011860,0.595,0.731,Relate to
635,GeneToDisease,C0011999,0.595,0.731,Relate to
635,GeneToDisease,C0019202,0.595,0.731,Relate to
635,GeneToDisease,C0024302,0.595,0.731,Relate to
635,GeneToDisease,C0024304,0.595,0.731,Relate to
635,GeneToDisease,C0024305,0.595,0.731,Relate to
635,GeneToDisease,C0024306,0.595,0.731,Relate to
635,GeneToDisease,C0027794,0.595,0.731,Relate to
635,GeneToDisease,C0027806,0.595,0.731,Relate to
635,GeneToDisease,C0079740,0.595,0.731,Relate to
635,GeneToDisease,C0079741,0.595,0.731,Relate to
635,GeneToDisease,C0079747,0.595,0.731,Relate to
635,GeneToDisease,C0079757,0.595,0.731,Relate to
635,GeneToDisease,C0079770,0.595,0.731,Relate to
635,GeneToDisease,C0080218,0.595,0.731,Relate to
635,GeneToDisease,C0152234,0.595,0.731,Relate to
635,GeneToDisease,C0152426,0.595,0.731,Relate to
635,GeneToDisease,C0266453,0.595,0.731,Relate to
635,GeneToDisease,C0344479,0.595,0.731,Relate to
635,GeneToDisease,C0702169,0.595,0.731,Relate to
635,GeneToDisease,C1527352,0.595,0.731,Relate to
635,GeneToDisease,C3714542,0.595,0.731,Relate to
635,GeneToDisease,C4721532,0.595,0.731,Relate to
637,GeneToDisease,C0005586,0.555,0.808,Relate to
637,GeneToDisease,C0024623,0.555,0.808,Relate to
637,GeneToDisease,C0036341,0.555,0.808,Relate to
637,GeneToDisease,C0038356,0.555,0.808,Relate to
637,GeneToDisease,C1708349,0.555,0.808,Relate to
637,GeneToDisease,C2239176,0.555,0.808,Relate to
639,GeneToDisease,C0003873,0.538,0.731,Relate to
639,GeneToDisease,C0009324,0.538,0.731,Relate to
639,GeneToDisease,C0024141,0.538,0.731,Relate to
639,GeneToDisease,C0079744,0.538,0.731,Relate to
639,GeneToDisease,C0086981,0.538,0.731,Relate to
639,GeneToDisease,C0242380,0.538,0.731,Relate to
639,GeneToDisease,C1527336,0.538,0.731,Relate to
640,GeneToDisease,C0003873,0.585,0.769,Relate to
640,GeneToDisease,C0024141,0.585,0.769,Relate to
640,GeneToDisease,C0026691,0.585,0.769,Relate to
640,GeneToDisease,C0242380,0.585,0.769,Relate to
640,GeneToDisease,C0342276,0.585,0.769,Relate to
640,GeneToDisease,C3150618,0.585,0.769,Relate to
640,GeneToDisease,C3888631,0.585,0.769,Relate to
641,GeneToDisease,C0005859,0.535,0.808,Relate to
641,GeneToDisease,C0006826,0.535,0.808,Relate to
641,GeneToDisease,C0007097,0.535,0.808,Relate to
641,GeneToDisease,C0007137,0.535,0.808,Relate to
641,GeneToDisease,C0021051,0.535,0.808,Relate to
641,GeneToDisease,C0023418,0.535,0.808,Relate to
641,GeneToDisease,C0023449,0.535,0.808,Relate to
641,GeneToDisease,C0023465,0.535,0.808,Relate to
641,GeneToDisease,C0023467,0.535,0.808,Relate to
641,GeneToDisease,C0024299,0.535,0.808,Relate to
641,GeneToDisease,C0265219,0.535,0.808,Relate to
641,GeneToDisease,C1961102,0.535,0.808,Relate to
641,GeneToDisease,C3463824,0.535,0.808,Relate to
643,GeneToDisease,C0006142,0.524,0.769,Relate to
643,GeneToDisease,C0008312,0.524,0.769,Relate to
643,GeneToDisease,C0023892,0.524,0.769,Relate to
643,GeneToDisease,C0238065,0.524,0.769,Relate to
643,GeneToDisease,C4551595,0.524,0.769,Relate to
644,GeneToDisease,C0008370,0.663,0.423,Relate to
644,GeneToDisease,C3279964,0.663,0.423,Relate to
645,GeneToDisease,C0019193,0.695,0.423,Relate to
645,GeneToDisease,C0024623,0.695,0.423,Relate to
645,GeneToDisease,C0038356,0.695,0.423,Relate to
645,GeneToDisease,C0279626,0.695,0.423,Relate to
645,GeneToDisease,C0860207,0.695,0.423,Relate to
645,GeneToDisease,C1262760,0.695,0.423,Relate to
645,GeneToDisease,C1708349,0.695,0.423,Relate to
645,GeneToDisease,C3658290,0.695,0.423,Relate to
645,GeneToDisease,C4277682,0.695,0.423,Relate to
645,GeneToDisease,C4279912,0.695,0.423,Relate to
648,GeneToDisease,C0017636,0.448,0.808,Relate to
648,GeneToDisease,C0017638,0.448,0.808,Relate to
648,GeneToDisease,C0019569,0.448,0.808,Relate to
648,GeneToDisease,C0023472,0.448,0.808,Relate to
648,GeneToDisease,C0027686,0.448,0.808,Relate to
648,GeneToDisease,C0029463,0.448,0.808,Relate to
648,GeneToDisease,C0085758,0.448,0.808,Relate to
648,GeneToDisease,C0259783,0.448,0.808,Relate to
648,GeneToDisease,C0334588,0.448,0.808,Relate to
648,GeneToDisease,C0555198,0.448,0.808,Relate to
648,GeneToDisease,C1257840,0.448,0.808,Relate to
648,GeneToDisease,C1621958,0.448,0.808,Relate to
648,GeneToDisease,C2713368,0.448,0.808,Relate to
648,GeneToDisease,C3463824,0.448,0.808,Relate to
648,GeneToDisease,C3661523,0.448,0.808,Relate to
649,GeneToDisease,C0006142,0.554,0.769,Relate to
649,GeneToDisease,C0268362,0.554,0.769,Relate to
649,GeneToDisease,C3553887,0.554,0.769,Relate to
650,GeneToDisease,C0005940,0.432,0.846,Relate to
650,GeneToDisease,C0006142,0.432,0.846,Relate to
650,GeneToDisease,C0008925,0.432,0.846,Relate to
650,GeneToDisease,C0009402,0.432,0.846,Relate to
650,GeneToDisease,C0009404,0.432,0.846,Relate to
650,GeneToDisease,C0010278,0.432,0.846,Relate to
650,GeneToDisease,C0018995,0.432,0.846,Relate to
650,GeneToDisease,C0024623,0.432,0.846,Relate to
650,GeneToDisease,C0027092,0.432,0.846,Relate to
650,GeneToDisease,C0030044,0.432,0.846,Relate to
650,GeneToDisease,C0033054,0.432,0.846,Relate to
650,GeneToDisease,C0038356,0.432,0.846,Relate to
650,GeneToDisease,C0041948,0.432,0.846,Relate to
650,GeneToDisease,C0221356,0.432,0.846,Relate to
650,GeneToDisease,C0265534,0.432,0.846,Relate to
650,GeneToDisease,C0265535,0.432,0.846,Relate to
650,GeneToDisease,C0392514,0.432,0.846,Relate to
650,GeneToDisease,C0678222,0.432,0.846,Relate to
650,GeneToDisease,C0876994,0.432,0.846,Relate to
650,GeneToDisease,C1257931,0.432,0.846,Relate to
650,GeneToDisease,C1458155,0.432,0.846,Relate to
650,GeneToDisease,C1704436,0.432,0.846,Relate to
650,GeneToDisease,C1708349,0.432,0.846,Relate to
650,GeneToDisease,C1832702,0.432,0.846,Relate to
650,GeneToDisease,C1833340,0.432,0.846,Relate to
650,GeneToDisease,C1848587,0.432,0.846,Relate to
650,GeneToDisease,C1860819,0.432,0.846,Relate to
650,GeneToDisease,C2931150,0.432,0.846,Relate to
650,GeneToDisease,C3469186,0.432,0.846,Relate to
650,GeneToDisease,C4304539,0.432,0.846,Relate to
650,GeneToDisease,C4551902,0.432,0.846,Relate to
650,GeneToDisease,C4693481,0.432,0.846,Relate to
650,GeneToDisease,C4704874,0.432,0.846,Relate to
652,GeneToDisease,C0003872,0.422,0.808,Relate to
652,GeneToDisease,C0003873,0.422,0.808,Relate to
652,GeneToDisease,C0006142,0.422,0.808,Relate to
652,GeneToDisease,C0008924,0.422,0.808,Relate to
652,GeneToDisease,C0009402,0.422,0.808,Relate to
652,GeneToDisease,C0009404,0.422,0.808,Relate to
652,GeneToDisease,C0015397,0.422,0.808,Relate to
652,GeneToDisease,C0019284,0.422,0.808,Relate to
652,GeneToDisease,C0029408,0.422,0.808,Relate to
652,GeneToDisease,C0033375,0.422,0.808,Relate to
652,GeneToDisease,C0042842,0.422,0.808,Relate to
652,GeneToDisease,C0086743,0.422,0.808,Relate to
652,GeneToDisease,C0152427,0.422,0.808,Relate to
652,GeneToDisease,C0158646,0.422,0.808,Relate to
652,GeneToDisease,C0266294,0.422,0.808,Relate to
652,GeneToDisease,C0344452,0.422,0.808,Relate to
652,GeneToDisease,C0344453,0.422,0.808,Relate to
652,GeneToDisease,C0557874,0.422,0.808,Relate to
652,GeneToDisease,C0678222,0.422,0.808,Relate to
652,GeneToDisease,C0810364,0.422,0.808,Relate to
652,GeneToDisease,C1257931,0.422,0.808,Relate to
652,GeneToDisease,C1306214,0.422,0.808,Relate to
652,GeneToDisease,C1458155,0.422,0.808,Relate to
652,GeneToDisease,C1864689,0.422,0.808,Relate to
652,GeneToDisease,C1968949,0.422,0.808,Relate to
652,GeneToDisease,C2677434,0.422,0.808,Relate to
652,GeneToDisease,C3266076,0.422,0.808,Relate to
652,GeneToDisease,C4704874,0.422,0.808,Relate to
653,GeneToDisease,C0152423,0.653,0.577,Relate to
653,GeneToDisease,C3850155,0.653,0.577,Relate to
654,GeneToDisease,C0003873,0.531,0.808,Relate to
654,GeneToDisease,C0009402,0.531,0.808,Relate to
654,GeneToDisease,C0018995,0.531,0.808,Relate to
654,GeneToDisease,C0023493,0.531,0.808,Relate to
654,GeneToDisease,C0029408,0.531,0.808,Relate to
654,GeneToDisease,C0086743,0.531,0.808,Relate to
654,GeneToDisease,C0162820,0.531,0.808,Relate to
654,GeneToDisease,C0282193,0.531,0.808,Relate to
654,GeneToDisease,C0392514,0.531,0.808,Relate to
655,GeneToDisease,C0014175,0.498,0.769,Relate to
655,GeneToDisease,C0024623,0.498,0.769,Relate to
655,GeneToDisease,C0033578,0.498,0.769,Relate to
655,GeneToDisease,C0034069,0.498,0.769,Relate to
655,GeneToDisease,C0038356,0.498,0.769,Relate to
655,GeneToDisease,C0041696,0.498,0.769,Relate to
655,GeneToDisease,C0269102,0.498,0.769,Relate to
655,GeneToDisease,C0376358,0.498,0.769,Relate to
655,GeneToDisease,C1269683,0.498,0.769,Relate to
655,GeneToDisease,C1708349,0.498,0.769,Relate to
655,GeneToDisease,C1968949,0.498,0.769,Relate to
655,GeneToDisease,C4721507,0.498,0.769,Relate to
657,GeneToDisease,C0009402,0.522,0.731,Relate to
657,GeneToDisease,C0015393,0.522,0.731,Relate to
657,GeneToDisease,C0278701,0.522,0.731,Relate to
657,GeneToDisease,C0279702,0.522,0.731,Relate to
657,GeneToDisease,C0345893,0.522,0.731,Relate to
657,GeneToDisease,C0376634,0.522,0.731,Relate to
657,GeneToDisease,C1720887,0.522,0.731,Relate to
657,GeneToDisease,C1832587,0.522,0.731,Relate to
657,GeneToDisease,C1832940,0.522,0.731,Relate to
657,GeneToDisease,C1864730,0.522,0.731,Relate to
657,GeneToDisease,C1868081,0.522,0.731,Relate to
657,GeneToDisease,C3714239,0.522,0.731,Relate to
657,GeneToDisease,C3714240,0.522,0.731,Relate to
657,GeneToDisease,C3896578,0.522,0.731,Relate to
658,GeneToDisease,C0005941,0.573,0.615,Relate to
658,GeneToDisease,C0015393,0.573,0.615,Relate to
658,GeneToDisease,C0025322,0.573,0.615,Relate to
658,GeneToDisease,C0033578,0.573,0.615,Relate to
658,GeneToDisease,C0152171,0.573,0.615,Relate to
658,GeneToDisease,C0265260,0.573,0.615,Relate to
658,GeneToDisease,C0278701,0.573,0.615,Relate to
658,GeneToDisease,C0278883,0.573,0.615,Relate to
658,GeneToDisease,C0376358,0.573,0.615,Relate to
658,GeneToDisease,C0376634,0.573,0.615,Relate to
658,GeneToDisease,C1300268,0.573,0.615,Relate to
658,GeneToDisease,C1832702,0.573,0.615,Relate to
658,GeneToDisease,C1836182,0.573,0.615,Relate to
658,GeneToDisease,C1856738,0.573,0.615,Relate to
658,GeneToDisease,C1862103,0.573,0.615,Relate to
658,GeneToDisease,C1862151,0.573,0.615,Relate to
658,GeneToDisease,C2930970,0.573,0.615,Relate to
658,GeneToDisease,C3203102,0.573,0.615,Relate to
658,GeneToDisease,C4225183,0.573,0.615,Relate to
658,GeneToDisease,C4225404,0.573,0.615,Relate to
658,GeneToDisease,C4317009,0.573,0.615,Relate to
658,GeneToDisease,C4505353,0.573,0.615,Relate to
659,GeneToDisease,C0006142,0.538,0.654,Relate to
659,GeneToDisease,C0020542,0.538,0.654,Relate to
659,GeneToDisease,C0034091,0.538,0.654,Relate to
659,GeneToDisease,C0152171,0.538,0.654,Relate to
659,GeneToDisease,C0206081,0.538,0.654,Relate to
659,GeneToDisease,C0340543,0.538,0.654,Relate to
659,GeneToDisease,C0340544,0.538,0.654,Relate to
659,GeneToDisease,C0678222,0.538,0.654,Relate to
659,GeneToDisease,C1257931,0.538,0.654,Relate to
659,GeneToDisease,C1458155,0.538,0.654,Relate to
659,GeneToDisease,C1701939,0.538,0.654,Relate to
659,GeneToDisease,C1969342,0.538,0.654,Relate to
659,GeneToDisease,C1969343,0.538,0.654,Relate to
659,GeneToDisease,C2973725,0.538,0.654,Relate to
659,GeneToDisease,C3203102,0.538,0.654,Relate to
659,GeneToDisease,C3714844,0.538,0.654,Relate to
659,GeneToDisease,C3887658,0.538,0.654,Relate to
659,GeneToDisease,C4552070,0.538,0.654,Relate to
659,GeneToDisease,C4704874,0.538,0.654,Relate to
660,GeneToDisease,C0345958,0.663,0.385,Relate to
664,GeneToDisease,C0024623,0.52,0.731,Relate to
664,GeneToDisease,C0026764,0.52,0.731,Relate to
664,GeneToDisease,C0033578,0.52,0.731,Relate to
664,GeneToDisease,C0038356,0.52,0.731,Relate to
664,GeneToDisease,C0376358,0.52,0.731,Relate to
664,GeneToDisease,C0677050,0.52,0.731,Relate to
664,GeneToDisease,C1708349,0.52,0.731,Relate to
667,GeneToDisease,C0079298,0.552,0.846,Relate to
667,GeneToDisease,C1832926,0.552,0.846,Relate to
667,GeneToDisease,C3539003,0.552,0.846,Relate to
667,GeneToDisease,C3809470,0.552,0.846,Relate to
668,GeneToDisease,C0009402,0.542,0.692,Relate to
668,GeneToDisease,C0009404,0.542,0.692,Relate to
668,GeneToDisease,C0022548,0.542,0.692,Relate to
668,GeneToDisease,C0220663,0.542,0.692,Relate to
668,GeneToDisease,C0334401,0.542,0.692,Relate to
668,GeneToDisease,C1332218,0.542,0.692,Relate to
668,GeneToDisease,C1370419,0.542,0.692,Relate to
668,GeneToDisease,C1567257,0.542,0.692,Relate to
668,GeneToDisease,C1837008,0.542,0.692,Relate to
668,GeneToDisease,C1862262,0.542,0.692,Relate to
668,GeneToDisease,C1862263,0.542,0.692,Relate to
668,GeneToDisease,C1862264,0.542,0.692,Relate to
668,GeneToDisease,C1970106,0.542,0.692,Relate to
668,GeneToDisease,C2931135,0.542,0.692,Relate to
668,GeneToDisease,C3714208,0.542,0.692,Relate to
669,GeneToDisease,C1291620,0.821,0.154,Relate to
672,GeneToDisease,C0006142,0.367,0.923,Relate to
672,GeneToDisease,C0006826,0.367,0.923,Relate to
672,GeneToDisease,C0007097,0.367,0.923,Relate to
672,GeneToDisease,C0007112,0.367,0.923,Relate to
672,GeneToDisease,C0007621,0.367,0.923,Relate to
672,GeneToDisease,C0010606,0.367,0.923,Relate to
672,GeneToDisease,C0011570,0.367,0.923,Relate to
672,GeneToDisease,C0011581,0.367,0.923,Relate to
672,GeneToDisease,C0015625,0.367,0.923,Relate to
672,GeneToDisease,C0023465,0.367,0.923,Relate to
672,GeneToDisease,C0023467,0.367,0.923,Relate to
672,GeneToDisease,C0024667,0.367,0.923,Relate to
672,GeneToDisease,C0026636,0.367,0.923,Relate to
672,GeneToDisease,C0027651,0.367,0.923,Relate to
672,GeneToDisease,C0029925,0.367,0.923,Relate to
672,GeneToDisease,C0030297,0.367,0.923,Relate to
672,GeneToDisease,C0033578,0.367,0.923,Relate to
672,GeneToDisease,C0036341,0.367,0.923,Relate to
672,GeneToDisease,C0086692,0.367,0.923,Relate to
672,GeneToDisease,C0205696,0.367,0.923,Relate to
672,GeneToDisease,C0205697,0.367,0.923,Relate to
672,GeneToDisease,C0205698,0.367,0.923,Relate to
672,GeneToDisease,C0205699,0.367,0.923,Relate to
672,GeneToDisease,C0235974,0.367,0.923,Relate to
672,GeneToDisease,C0265219,0.367,0.923,Relate to
672,GeneToDisease,C0333704,0.367,0.923,Relate to
672,GeneToDisease,C0346153,0.367,0.923,Relate to
672,GeneToDisease,C0346647,0.367,0.923,Relate to
672,GeneToDisease,C0347284,0.367,0.923,Relate to
672,GeneToDisease,C0376358,0.367,0.923,Relate to
672,GeneToDisease,C0376628,0.367,0.923,Relate to
672,GeneToDisease,C0496920,0.367,0.923,Relate to
672,GeneToDisease,C0496956,0.367,0.923,Relate to
672,GeneToDisease,C0677776,0.367,0.923,Relate to
672,GeneToDisease,C0678222,0.367,0.923,Relate to
672,GeneToDisease,C0858252,0.367,0.923,Relate to
672,GeneToDisease,C0919267,0.367,0.923,Relate to
672,GeneToDisease,C1140680,0.367,0.923,Relate to
672,GeneToDisease,C1257925,0.367,0.923,Relate to
672,GeneToDisease,C1257931,0.367,0.923,Relate to
672,GeneToDisease,C1336076,0.367,0.923,Relate to
672,GeneToDisease,C1458155,0.367,0.923,Relate to
672,GeneToDisease,C1514428,0.367,0.923,Relate to
672,GeneToDisease,C2931038,0.367,0.923,Relate to
672,GeneToDisease,C2931456,0.367,0.923,Relate to
672,GeneToDisease,C3463824,0.367,0.923,Relate to
672,GeneToDisease,C3714756,0.367,0.923,Relate to
672,GeneToDisease,C4225275,0.367,0.923,Relate to
672,GeneToDisease,C4554406,0.367,0.923,Relate to
672,GeneToDisease,C4704874,0.367,0.923,Relate to
672,GeneToDisease,C4749652,0.367,0.923,Relate to
673,GeneToDisease,C0002448,0.319,0.846,Relate to
673,GeneToDisease,C0004114,0.319,0.846,Relate to
673,GeneToDisease,C0006118,0.319,0.846,Relate to
673,GeneToDisease,C0006142,0.319,0.846,Relate to
673,GeneToDisease,C0006826,0.319,0.846,Relate to
673,GeneToDisease,C0007102,0.319,0.846,Relate to
673,GeneToDisease,C0007112,0.319,0.846,Relate to
673,GeneToDisease,C0007115,0.319,0.846,Relate to
673,GeneToDisease,C0007131,0.319,0.846,Relate to
673,GeneToDisease,C0009402,0.319,0.846,Relate to
673,GeneToDisease,C0009404,0.319,0.846,Relate to
673,GeneToDisease,C0010276,0.319,0.846,Relate to
673,GeneToDisease,C0011860,0.319,0.846,Relate to
673,GeneToDisease,C0017638,0.319,0.846,Relate to
673,GeneToDisease,C0019621,0.319,0.846,Relate to
673,GeneToDisease,C0022665,0.319,0.846,Relate to
673,GeneToDisease,C0023418,0.319,0.846,Relate to
673,GeneToDisease,C0023434,0.319,0.846,Relate to
673,GeneToDisease,C0023443,0.319,0.846,Relate to
673,GeneToDisease,C0023473,0.319,0.846,Relate to
673,GeneToDisease,C0023903,0.319,0.846,Relate to
673,GeneToDisease,C0024121,0.319,0.846,Relate to
673,GeneToDisease,C0024232,0.319,0.846,Relate to
673,GeneToDisease,C0024299,0.319,0.846,Relate to
673,GeneToDisease,C0024305,0.319,0.846,Relate to
673,GeneToDisease,C0024623,0.319,0.846,Relate to
673,GeneToDisease,C0024694,0.319,0.846,Relate to
673,GeneToDisease,C0025202,0.319,0.846,Relate to
673,GeneToDisease,C0026764,0.319,0.846,Relate to
673,GeneToDisease,C0027962,0.319,0.846,Relate to
673,GeneToDisease,C0028326,0.319,0.846,Relate to
673,GeneToDisease,C0029925,0.319,0.846,Relate to
673,GeneToDisease,C0033578,0.319,0.846,Relate to
673,GeneToDisease,C0036920,0.319,0.846,Relate to
673,GeneToDisease,C0038356,0.319,0.846,Relate to
673,GeneToDisease,C0040136,0.319,0.846,Relate to
673,GeneToDisease,C0041409,0.319,0.846,Relate to
673,GeneToDisease,C0079773,0.319,0.846,Relate to
673,GeneToDisease,C0151468,0.319,0.846,Relate to
673,GeneToDisease,C0151779,0.319,0.846,Relate to
673,GeneToDisease,C0152013,0.319,0.846,Relate to
673,GeneToDisease,C0153633,0.319,0.846,Relate to
673,GeneToDisease,C0153943,0.319,0.846,Relate to
673,GeneToDisease,C0154060,0.319,0.846,Relate to
673,GeneToDisease,C0175704,0.319,0.846,Relate to
673,GeneToDisease,C0205768,0.319,0.846,Relate to
673,GeneToDisease,C0206686,0.319,0.846,Relate to
673,GeneToDisease,C0206698,0.319,0.846,Relate to
673,GeneToDisease,C0206754,0.319,0.846,Relate to
673,GeneToDisease,C0235974,0.319,0.846,Relate to
673,GeneToDisease,C0238198,0.319,0.846,Relate to
673,GeneToDisease,C0238463,0.319,0.846,Relate to
673,GeneToDisease,C0242379,0.319,0.846,Relate to
673,GeneToDisease,C0259783,0.319,0.846,Relate to
673,GeneToDisease,C0278600,0.319,0.846,Relate to
673,GeneToDisease,C0278875,0.319,0.846,Relate to
673,GeneToDisease,C0280783,0.319,0.846,Relate to
673,GeneToDisease,C0280785,0.319,0.846,Relate to
673,GeneToDisease,C0334579,0.319,0.846,Relate to
673,GeneToDisease,C0334580,0.319,0.846,Relate to
673,GeneToDisease,C0334581,0.319,0.846,Relate to
673,GeneToDisease,C0334582,0.319,0.846,Relate to
673,GeneToDisease,C0334583,0.319,0.846,Relate to
673,GeneToDisease,C0338070,0.319,0.846,Relate to
673,GeneToDisease,C0345904,0.319,0.846,Relate to
673,GeneToDisease,C0376358,0.319,0.846,Relate to
673,GeneToDisease,C0376407,0.319,0.846,Relate to
673,GeneToDisease,C0406803,0.319,0.846,Relate to
673,GeneToDisease,C0431128,0.319,0.846,Relate to
673,GeneToDisease,C0431129,0.319,0.846,Relate to
673,GeneToDisease,C0496905,0.319,0.846,Relate to
673,GeneToDisease,C0496920,0.319,0.846,Relate to
673,GeneToDisease,C0496956,0.319,0.846,Relate to
673,GeneToDisease,C0547065,0.319,0.846,Relate to
673,GeneToDisease,C0549473,0.319,0.846,Relate to
673,GeneToDisease,C0555198,0.319,0.846,Relate to
673,GeneToDisease,C0587248,0.319,0.846,Relate to
673,GeneToDisease,C0596263,0.319,0.846,Relate to
673,GeneToDisease,C0678222,0.319,0.846,Relate to
673,GeneToDisease,C0684249,0.319,0.846,Relate to
673,GeneToDisease,C0699790,0.319,0.846,Relate to
673,GeneToDisease,C0699791,0.319,0.846,Relate to
673,GeneToDisease,C0740457,0.319,0.846,Relate to
673,GeneToDisease,C0750935,0.319,0.846,Relate to
673,GeneToDisease,C0750936,0.319,0.846,Relate to
673,GeneToDisease,C0751061,0.319,0.846,Relate to
673,GeneToDisease,C0858252,0.319,0.846,Relate to
673,GeneToDisease,C0878544,0.319,0.846,Relate to
673,GeneToDisease,C0878675,0.319,0.846,Relate to
673,GeneToDisease,C0919267,0.319,0.846,Relate to
673,GeneToDisease,C0920269,0.319,0.846,Relate to
673,GeneToDisease,C1140680,0.319,0.846,Relate to
673,GeneToDisease,C1266158,0.319,0.846,Relate to
673,GeneToDisease,C1275081,0.319,0.846,Relate to
673,GeneToDisease,C1319315,0.319,0.846,Relate to
673,GeneToDisease,C1519086,0.319,0.846,Relate to
673,GeneToDisease,C1527404,0.319,0.846,Relate to
673,GeneToDisease,C1704230,0.319,0.846,Relate to
673,GeneToDisease,C1721098,0.319,0.846,Relate to
673,GeneToDisease,C1843181,0.319,0.846,Relate to
