GeneId:START_ID(Gene),Relation:TYPE,DiseaseId:END_ID(Disease),DSI,DPI,RelationName
10887,GeneToDisease,C0458257,0.861,0.192,Relate to
10887,GeneToDisease,C0458259,0.861,0.192,Relate to
10887,GeneToDisease,C0751211,0.861,0.192,Relate to
10887,GeneToDisease,C0751212,0.861,0.192,Relate to
10887,GeneToDisease,C0751213,0.861,0.192,Relate to
10887,GeneToDisease,C0751214,0.861,0.192,Relate to
10887,GeneToDisease,C0751407,0.861,0.192,Relate to
10887,GeneToDisease,C0751408,0.861,0.192,Relate to
10887,GeneToDisease,C2936719,0.861,0.192,Relate to
10891,GeneToDisease,C0002736,0.453,0.885,Relate to
10891,GeneToDisease,C0006079,0.453,0.885,Relate to
10891,GeneToDisease,C0011860,0.453,0.885,Relate to
10891,GeneToDisease,C0018801,0.453,0.885,Relate to
10891,GeneToDisease,C0018802,0.453,0.885,Relate to
10891,GeneToDisease,C0023212,0.453,0.885,Relate to
10891,GeneToDisease,C0026851,0.453,0.885,Relate to
10891,GeneToDisease,C0027051,0.453,0.885,Relate to
10891,GeneToDisease,C0030567,0.453,0.885,Relate to
10891,GeneToDisease,C0036341,0.453,0.885,Relate to
10891,GeneToDisease,C0235527,0.453,0.885,Relate to
10891,GeneToDisease,C0752347,0.453,0.885,Relate to
10891,GeneToDisease,C1959583,0.453,0.885,Relate to
10891,GeneToDisease,C1961112,0.453,0.885,Relate to
10891,GeneToDisease,C2931673,0.453,0.885,Relate to
10892,GeneToDisease,C0079744,0.532,0.769,Relate to
10892,GeneToDisease,C0242647,0.532,0.769,Relate to
10892,GeneToDisease,C0494261,0.532,0.769,Relate to
10892,GeneToDisease,C3809583,0.532,0.769,Relate to
10893,GeneToDisease,C0027627,0.743,0.423,Relate to
10894,GeneToDisease,C2239176,0.587,0.731,Relate to
10897,GeneToDisease,C0023903,0.89,0.192,Relate to
10897,GeneToDisease,C0032927,0.89,0.192,Relate to
10897,GeneToDisease,C0282313,0.89,0.192,Relate to
10897,GeneToDisease,C0345904,0.89,0.192,Relate to
10902,GeneToDisease,C0014175,0.638,0.5,Relate to
10902,GeneToDisease,C0269102,0.638,0.5,Relate to
10907,GeneToDisease,C0008925,0.711,0.385,Relate to
10907,GeneToDisease,C1837822,0.711,0.385,Relate to
10908,GeneToDisease,C0023138,0.533,0.769,Relate to
10908,GeneToDisease,C0027765,0.533,0.769,Relate to
10908,GeneToDisease,C0037050,0.533,0.769,Relate to
10908,GeneToDisease,C0037773,0.533,0.769,Relate to
10908,GeneToDisease,C0085084,0.533,0.769,Relate to
10908,GeneToDisease,C0152025,0.533,0.769,Relate to
10908,GeneToDisease,C0152427,0.533,0.769,Relate to
10908,GeneToDisease,C0154681,0.533,0.769,Relate to
10908,GeneToDisease,C0154682,0.533,0.769,Relate to
10908,GeneToDisease,C0270763,0.533,0.769,Relate to
10908,GeneToDisease,C0270764,0.533,0.769,Relate to
10908,GeneToDisease,C0271683,0.533,0.769,Relate to
10908,GeneToDisease,C0393851,0.533,0.769,Relate to
10908,GeneToDisease,C0521659,0.533,0.769,Relate to
10908,GeneToDisease,C0543858,0.533,0.769,Relate to
10908,GeneToDisease,C0598589,0.533,0.769,Relate to
10908,GeneToDisease,C0751448,0.533,0.769,Relate to
10908,GeneToDisease,C0751449,0.533,0.769,Relate to
10908,GeneToDisease,C0751602,0.533,0.769,Relate to
10908,GeneToDisease,C0751603,0.533,0.769,Relate to
10908,GeneToDisease,C0751604,0.533,0.769,Relate to
10908,GeneToDisease,C0751605,0.533,0.769,Relate to
10908,GeneToDisease,C1848745,0.533,0.769,Relate to
10908,GeneToDisease,C1859093,0.533,0.769,Relate to
10908,GeneToDisease,C1859305,0.533,0.769,Relate to
10908,GeneToDisease,C2677586,0.533,0.769,Relate to
10908,GeneToDisease,C4721453,0.533,0.769,Relate to
10908,GeneToDisease,C4721916,0.533,0.769,Relate to
10911,GeneToDisease,C0003621,0.564,0.808,Relate to
10911,GeneToDisease,C0013473,0.564,0.808,Relate to
10911,GeneToDisease,C0020538,0.564,0.808,Relate to
10911,GeneToDisease,C0026650,0.564,0.808,Relate to
10911,GeneToDisease,C0043049,0.564,0.808,Relate to
10911,GeneToDisease,C0266487,0.564,0.808,Relate to
10911,GeneToDisease,C0854145,0.564,0.808,Relate to
10911,GeneToDisease,C4042784,0.564,0.808,Relate to
10913,GeneToDisease,C0265331,0.623,0.423,Relate to
10913,GeneToDisease,C0406702,0.623,0.423,Relate to
10913,GeneToDisease,C1720965,0.623,0.423,Relate to
10913,GeneToDisease,C3887494,0.623,0.423,Relate to
10913,GeneToDisease,C3888065,0.623,0.423,Relate to
10916,GeneToDisease,C0006142,0.691,0.462,Relate to
10916,GeneToDisease,C1866495,0.691,0.462,Relate to
10916,GeneToDisease,C4310820,0.691,0.462,Relate to
10919,GeneToDisease,C0007621,0.59,0.808,Relate to
10919,GeneToDisease,C0009171,0.59,0.808,Relate to
10919,GeneToDisease,C0021359,0.59,0.808,Relate to
10919,GeneToDisease,C0023467,0.59,0.808,Relate to
10919,GeneToDisease,C0024121,0.59,0.808,Relate to
10919,GeneToDisease,C0026998,0.59,0.808,Relate to
10919,GeneToDisease,C0027627,0.59,0.808,Relate to
10919,GeneToDisease,C0236736,0.59,0.808,Relate to
10919,GeneToDisease,C0242379,0.59,0.808,Relate to
10919,GeneToDisease,C0266999,0.59,0.808,Relate to
10919,GeneToDisease,C0333704,0.59,0.808,Relate to
10919,GeneToDisease,C0376628,0.59,0.808,Relate to
10919,GeneToDisease,C0600427,0.59,0.808,Relate to
10919,GeneToDisease,C1879321,0.59,0.808,Relate to
10919,GeneToDisease,C4074771,0.59,0.808,Relate to
10919,GeneToDisease,C4721610,0.59,0.808,Relate to
10921,GeneToDisease,C0525045,0.722,0.5,Relate to
10922,GeneToDisease,C0152013,0.617,0.615,Relate to
10924,GeneToDisease,C0014175,0.89,0.115,Relate to
10924,GeneToDisease,C0269102,0.89,0.115,Relate to
10928,GeneToDisease,C0020538,0.536,0.654,Relate to
10928,GeneToDisease,C0033578,0.536,0.654,Relate to
10928,GeneToDisease,C0151744,0.536,0.654,Relate to
10928,GeneToDisease,C0376358,0.536,0.654,Relate to
10933,GeneToDisease,C0010606,0.736,0.423,Relate to
10935,GeneToDisease,C0001787,0.568,0.769,Relate to
10935,GeneToDisease,C0029456,0.568,0.769,Relate to
10935,GeneToDisease,C0029459,0.568,0.769,Relate to
10935,GeneToDisease,C0079744,0.568,0.769,Relate to
10935,GeneToDisease,C0085084,0.568,0.769,Relate to
10935,GeneToDisease,C0154681,0.568,0.769,Relate to
10935,GeneToDisease,C0154682,0.568,0.769,Relate to
10935,GeneToDisease,C0270763,0.568,0.769,Relate to
10935,GeneToDisease,C0270764,0.568,0.769,Relate to
10935,GeneToDisease,C0521659,0.568,0.769,Relate to
10935,GeneToDisease,C0543858,0.568,0.769,Relate to
10935,GeneToDisease,C0751406,0.568,0.769,Relate to
10939,GeneToDisease,C0013421,0.588,0.462,Relate to
10939,GeneToDisease,C0087012,0.588,0.462,Relate to
10939,GeneToDisease,C0751776,0.588,0.462,Relate to
10939,GeneToDisease,C0751777,0.588,0.462,Relate to
10939,GeneToDisease,C0751778,0.588,0.462,Relate to
10939,GeneToDisease,C0751779,0.588,0.462,Relate to
10939,GeneToDisease,C0751780,0.588,0.462,Relate to
10939,GeneToDisease,C0751781,0.588,0.462,Relate to
10939,GeneToDisease,C0751782,0.588,0.462,Relate to
10939,GeneToDisease,C0752120,0.588,0.462,Relate to
10939,GeneToDisease,C0752121,0.588,0.462,Relate to
10939,GeneToDisease,C0752122,0.588,0.462,Relate to
10939,GeneToDisease,C0752123,0.588,0.462,Relate to
10939,GeneToDisease,C0752124,0.588,0.462,Relate to
10939,GeneToDisease,C0752125,0.588,0.462,Relate to
10939,GeneToDisease,C1853249,0.588,0.462,Relate to
10939,GeneToDisease,C3280977,0.588,0.462,Relate to
10940,GeneToDisease,C0006142,0.743,0.346,Relate to
10940,GeneToDisease,C1846796,0.743,0.346,Relate to
10940,GeneToDisease,C4479357,0.743,0.346,Relate to
10943,GeneToDisease,C0008073,0.861,0.115,Relate to
10943,GeneToDisease,C0085996,0.861,0.115,Relate to
10943,GeneToDisease,C0085997,0.861,0.115,Relate to
10943,GeneToDisease,C0231712,0.861,0.115,Relate to
10943,GeneToDisease,C0337210,0.861,0.115,Relate to
10943,GeneToDisease,C0376634,0.861,0.115,Relate to
10943,GeneToDisease,C0751829,0.861,0.115,Relate to
10943,GeneToDisease,C0751830,0.861,0.115,Relate to
10943,GeneToDisease,C3714756,0.861,0.115,Relate to
10945,GeneToDisease,C0033578,0.821,0.269,Relate to
10945,GeneToDisease,C0376358,0.821,0.269,Relate to
10946,GeneToDisease,C0019693,0.931,0.154,Relate to
10946,GeneToDisease,C4505456,0.931,0.154,Relate to
10948,GeneToDisease,C0033578,0.729,0.346,Relate to
10948,GeneToDisease,C0376358,0.729,0.346,Relate to
10948,GeneToDisease,C3496069,0.729,0.346,Relate to
10950,GeneToDisease,C0007134,0.528,0.808,Relate to
10950,GeneToDisease,C0008370,0.528,0.808,Relate to
10950,GeneToDisease,C0087031,0.528,0.808,Relate to
10950,GeneToDisease,C0279702,0.528,0.808,Relate to
10950,GeneToDisease,C1266042,0.528,0.808,Relate to
10950,GeneToDisease,C1266043,0.528,0.808,Relate to
10950,GeneToDisease,C1266044,0.528,0.808,Relate to
10950,GeneToDisease,C1306837,0.528,0.808,Relate to
10950,GeneToDisease,C3495559,0.528,0.808,Relate to
10950,GeneToDisease,C3714758,0.528,0.808,Relate to
10950,GeneToDisease,C4552091,0.528,0.808,Relate to
10950,GeneToDisease,C4704862,0.528,0.808,Relate to
10951,GeneToDisease,C0033578,0.722,0.346,Relate to
10951,GeneToDisease,C0376358,0.722,0.346,Relate to
10955,GeneToDisease,C0033578,0.821,0.231,Relate to
10955,GeneToDisease,C0376358,0.821,0.231,Relate to
10957,GeneToDisease,C0019193,0.769,0.269,Relate to
10957,GeneToDisease,C0860207,0.769,0.269,Relate to
10957,GeneToDisease,C1262760,0.769,0.269,Relate to
10957,GeneToDisease,C3658290,0.769,0.269,Relate to
10957,GeneToDisease,C4277682,0.769,0.269,Relate to
10957,GeneToDisease,C4279912,0.769,0.269,Relate to
10959,GeneToDisease,C0151744,0.61,0.692,Relate to
10961,GeneToDisease,C0027627,0.716,0.308,Relate to
10961,GeneToDisease,C0033578,0.716,0.308,Relate to
10961,GeneToDisease,C0152013,0.716,0.308,Relate to
10961,GeneToDisease,C0376358,0.716,0.308,Relate to
10961,GeneToDisease,C2239176,0.716,0.308,Relate to
10963,GeneToDisease,C0011581,0.578,0.692,Relate to
10963,GeneToDisease,C0025202,0.578,0.692,Relate to
10964,GeneToDisease,C0011574,0.729,0.462,Relate to
10964,GeneToDisease,C0021400,0.729,0.462,Relate to
10964,GeneToDisease,C1269683,0.729,0.462,Relate to
10964,GeneToDisease,C1571983,0.729,0.462,Relate to
10964,GeneToDisease,C1571984,0.729,0.462,Relate to
10965,GeneToDisease,C0151744,0.89,0.115,Relate to
10971,GeneToDisease,C0029408,0.769,0.423,Relate to
10971,GeneToDisease,C0086743,0.769,0.423,Relate to
10973,GeneToDisease,C0020796,0.861,0.231,Relate to
10973,GeneToDisease,C0025363,0.861,0.231,Relate to
10973,GeneToDisease,C0917816,0.861,0.231,Relate to
10973,GeneToDisease,C3714756,0.861,0.231,Relate to
10975,GeneToDisease,C0032927,1.0,0.038,Relate to
10975,GeneToDisease,C0282313,1.0,0.038,Relate to
10978,GeneToDisease,C0266468,0.7,0.385,Relate to
10978,GeneToDisease,C4014347,0.7,0.385,Relate to
10979,GeneToDisease,C0005684,0.588,0.577,Relate to
10979,GeneToDisease,C0005695,0.588,0.577,Relate to
10979,GeneToDisease,C0017605,0.588,0.577,Relate to
10980,GeneToDisease,C0019693,0.678,0.423,Relate to
10980,GeneToDisease,C4505456,0.678,0.423,Relate to
10981,GeneToDisease,C0019693,0.711,0.462,Relate to
10981,GeneToDisease,C0023343,0.711,0.462,Relate to
10981,GeneToDisease,C0162820,0.711,0.462,Relate to
10981,GeneToDisease,C4505456,0.711,0.462,Relate to
10982,GeneToDisease,C0473586,0.636,0.692,Relate to
10982,GeneToDisease,C4225225,0.636,0.692,Relate to
10984,GeneToDisease,C0004903,0.534,0.731,Relate to
10984,GeneToDisease,C0332890,0.534,0.731,Relate to
10984,GeneToDisease,C1856184,0.534,0.731,Relate to
10987,GeneToDisease,C0014518,0.566,0.769,Relate to
10987,GeneToDisease,C0038325,0.566,0.769,Relate to
10987,GeneToDisease,C1274933,0.566,0.769,Relate to
10987,GeneToDisease,C2239176,0.566,0.769,Relate to
10987,GeneToDisease,C3658301,0.566,0.769,Relate to
10987,GeneToDisease,C3658302,0.566,0.769,Relate to
10989,GeneToDisease,C0019193,0.576,0.846,Relate to
10989,GeneToDisease,C0029408,0.576,0.846,Relate to
10989,GeneToDisease,C0086743,0.576,0.846,Relate to
10989,GeneToDisease,C0860207,0.576,0.846,Relate to
10989,GeneToDisease,C1262760,0.576,0.846,Relate to
10989,GeneToDisease,C3658290,0.576,0.846,Relate to
10989,GeneToDisease,C4277682,0.576,0.846,Relate to
10989,GeneToDisease,C4279912,0.576,0.846,Relate to
10990,GeneToDisease,C2239176,1.0,0.077,Relate to
10998,GeneToDisease,C4274079,0.563,0.769,Relate to
10999,GeneToDisease,C1837610,0.608,0.769,Relate to
11001,GeneToDisease,C0016059,0.7,0.462,Relate to
11001,GeneToDisease,C1623038,0.7,0.462,Relate to
11004,GeneToDisease,C0011616,0.666,0.308,Relate to
11004,GeneToDisease,C0162351,0.666,0.308,Relate to
11004,GeneToDisease,C2239176,0.666,0.308,Relate to
11005,GeneToDisease,C0033578,0.604,0.654,Relate to
11005,GeneToDisease,C0265962,0.604,0.654,Relate to
11005,GeneToDisease,C0376358,0.604,0.654,Relate to
11005,GeneToDisease,C1840253,0.604,0.654,Relate to
11009,GeneToDisease,C0000786,0.498,0.769,Relate to
11009,GeneToDisease,C0000822,0.498,0.769,Relate to
11009,GeneToDisease,C0006142,0.498,0.769,Relate to
11009,GeneToDisease,C0024121,0.498,0.769,Relate to
11009,GeneToDisease,C0030297,0.498,0.769,Relate to
11009,GeneToDisease,C0033578,0.498,0.769,Relate to
11009,GeneToDisease,C0041696,0.498,0.769,Relate to
11009,GeneToDisease,C0242379,0.498,0.769,Relate to
11009,GeneToDisease,C0346647,0.498,0.769,Relate to
11009,GeneToDisease,C0376358,0.498,0.769,Relate to
11009,GeneToDisease,C0678222,0.498,0.769,Relate to
11009,GeneToDisease,C1257931,0.498,0.769,Relate to
11009,GeneToDisease,C1269683,0.498,0.769,Relate to
11009,GeneToDisease,C1458155,0.498,0.769,Relate to
11009,GeneToDisease,C4552766,0.498,0.769,Relate to
11009,GeneToDisease,C4704874,0.498,0.769,Relate to
11010,GeneToDisease,C0027708,0.636,0.5,Relate to
11010,GeneToDisease,C2930471,0.636,0.5,Relate to
11011,GeneToDisease,C0278701,0.631,0.538,Relate to
11011,GeneToDisease,C3714756,0.631,0.538,Relate to
11011,GeneToDisease,C4748003,0.631,0.538,Relate to
11017,GeneToDisease,C0004238,0.89,0.077,Relate to
11017,GeneToDisease,C0235480,0.89,0.077,Relate to
11017,GeneToDisease,C2585653,0.89,0.077,Relate to
11017,GeneToDisease,C3468561,0.89,0.077,Relate to
11018,GeneToDisease,C0006142,1.0,0.077,Relate to
11019,GeneToDisease,C3280887,0.695,0.538,Relate to
11020,GeneToDisease,C0005586,0.67,0.462,Relate to
11020,GeneToDisease,C0152427,0.67,0.462,Relate to
11020,GeneToDisease,C0752166,0.67,0.462,Relate to
11020,GeneToDisease,C3889475,0.67,0.462,Relate to
11023,GeneToDisease,C0015397,0.7,0.423,Relate to
11023,GeneToDisease,C3553077,0.7,0.423,Relate to
11024,GeneToDisease,C0001973,0.805,0.308,Relate to
11034,GeneToDisease,C0009402,0.644,0.692,Relate to
11034,GeneToDisease,C0018801,0.644,0.692,Relate to
11034,GeneToDisease,C0018802,0.644,0.692,Relate to
11034,GeneToDisease,C0023212,0.644,0.692,Relate to
11034,GeneToDisease,C0235527,0.644,0.692,Relate to
11034,GeneToDisease,C1959583,0.644,0.692,Relate to
11034,GeneToDisease,C1961112,0.644,0.692,Relate to
11035,GeneToDisease,C0006663,0.497,0.885,Relate to
11035,GeneToDisease,C0015695,0.497,0.885,Relate to
11035,GeneToDisease,C0018824,0.497,0.885,Relate to
11035,GeneToDisease,C0019193,0.497,0.885,Relate to
11035,GeneToDisease,C0263628,0.497,0.885,Relate to
11035,GeneToDisease,C0521174,0.497,0.885,Relate to
11035,GeneToDisease,C0860207,0.497,0.885,Relate to
11035,GeneToDisease,C1262760,0.497,0.885,Relate to
11035,GeneToDisease,C2711227,0.497,0.885,Relate to
11035,GeneToDisease,C3658290,0.497,0.885,Relate to
11035,GeneToDisease,C4277682,0.497,0.885,Relate to
11035,GeneToDisease,C4279912,0.497,0.885,Relate to
11040,GeneToDisease,C0023467,0.606,0.538,Relate to
11040,GeneToDisease,C0026998,0.606,0.538,Relate to
11040,GeneToDisease,C1879321,0.606,0.538,Relate to
11041,GeneToDisease,C0006142,0.59,0.538,Relate to
11041,GeneToDisease,C0265221,0.59,0.538,Relate to
11041,GeneToDisease,C0410174,0.59,0.538,Relate to
11041,GeneToDisease,C0457133,0.59,0.538,Relate to
11041,GeneToDisease,C0678222,0.59,0.538,Relate to
11041,GeneToDisease,C1257931,0.59,0.538,Relate to
11041,GeneToDisease,C1458155,0.59,0.538,Relate to
11041,GeneToDisease,C1836373,0.59,0.538,Relate to
11041,GeneToDisease,C2936406,0.59,0.538,Relate to
11041,GeneToDisease,C3809042,0.59,0.538,Relate to
11041,GeneToDisease,C4284790,0.59,0.538,Relate to
11041,GeneToDisease,C4704874,0.59,0.538,Relate to
11043,GeneToDisease,C2931498,0.695,0.5,Relate to
11043,GeneToDisease,C3890168,0.695,0.5,Relate to
11051,GeneToDisease,C0152013,0.682,0.231,Relate to
11060,GeneToDisease,C0409959,0.65,0.615,Relate to
11063,GeneToDisease,C0024121,0.722,0.192,Relate to
11063,GeneToDisease,C0242379,0.722,0.192,Relate to
11065,GeneToDisease,C0004403,0.558,0.615,Relate to
11065,GeneToDisease,C0006142,0.558,0.615,Relate to
11065,GeneToDisease,C0008625,0.558,0.615,Relate to
11065,GeneToDisease,C0678222,0.558,0.615,Relate to
11065,GeneToDisease,C1257931,0.558,0.615,Relate to
11065,GeneToDisease,C1458155,0.558,0.615,Relate to
11065,GeneToDisease,C2239176,0.558,0.615,Relate to
11065,GeneToDisease,C4704874,0.558,0.615,Relate to
11067,GeneToDisease,C0006142,0.695,0.308,Relate to
11067,GeneToDisease,C0014175,0.695,0.308,Relate to
11067,GeneToDisease,C0023794,0.695,0.308,Relate to
11067,GeneToDisease,C0269102,0.695,0.308,Relate to
11067,GeneToDisease,C0678222,0.695,0.308,Relate to
11067,GeneToDisease,C1257931,0.695,0.308,Relate to
11067,GeneToDisease,C1458155,0.695,0.308,Relate to
11067,GeneToDisease,C4704874,0.695,0.308,Relate to
11073,GeneToDisease,C0023434,0.644,0.692,Relate to
11074,GeneToDisease,C0162823,0.626,0.577,Relate to
11076,GeneToDisease,C3826462,0.57,0.692,Relate to
11078,GeneToDisease,C1384666,0.743,0.269,Relate to
11078,GeneToDisease,C1846647,0.743,0.269,Relate to
11078,GeneToDisease,C1853276,0.743,0.269,Relate to
11081,GeneToDisease,C1857574,0.678,0.231,Relate to
11082,GeneToDisease,C0023903,0.595,0.654,Relate to
11082,GeneToDisease,C0345904,0.595,0.654,Relate to
11082,GeneToDisease,C2239176,0.595,0.654,Relate to
11083,GeneToDisease,C0279626,0.751,0.308,Relate to
11086,GeneToDisease,C0009402,0.76,0.269,Relate to
11086,GeneToDisease,C1321872,0.76,0.269,Relate to
11093,GeneToDisease,C0034155,0.496,0.769,Relate to
11093,GeneToDisease,C0040053,0.496,0.769,Relate to
11093,GeneToDisease,C0398650,0.496,0.769,Relate to
11093,GeneToDisease,C1268935,0.496,0.769,Relate to
11093,GeneToDisease,C1956258,0.496,0.769,Relate to
11093,GeneToDisease,C2239176,0.496,0.769,Relate to
11093,GeneToDisease,C2717961,0.496,0.769,Relate to
11095,GeneToDisease,C0033578,0.674,0.346,Relate to
11095,GeneToDisease,C0376358,0.674,0.346,Relate to
11098,GeneToDisease,C0025202,0.722,0.346,Relate to
11099,GeneToDisease,C0036341,0.89,0.192,Relate to
11107,GeneToDisease,C0009782,0.621,0.654,Relate to
11107,GeneToDisease,C0268344,0.621,0.654,Relate to
11107,GeneToDisease,C3280011,0.621,0.654,Relate to
11113,GeneToDisease,C0431350,0.555,0.692,Relate to
11113,GeneToDisease,C3711387,0.555,0.692,Relate to
11113,GeneToDisease,C3809431,0.555,0.692,Relate to
11113,GeneToDisease,C4310723,0.555,0.692,Relate to
11117,GeneToDisease,C4707243,0.743,0.269,Relate to
11118,GeneToDisease,C0006142,0.716,0.462,Relate to
11118,GeneToDisease,C0678222,0.716,0.462,Relate to
11118,GeneToDisease,C1257931,0.716,0.462,Relate to
11118,GeneToDisease,C1458155,0.716,0.462,Relate to
11118,GeneToDisease,C4704874,0.716,0.462,Relate to
11122,GeneToDisease,C0009402,0.636,0.538,Relate to
11122,GeneToDisease,C0023467,0.636,0.538,Relate to
11122,GeneToDisease,C0024623,0.636,0.538,Relate to
11122,GeneToDisease,C0242379,0.636,0.538,Relate to
11127,GeneToDisease,C0004096,0.612,0.615,Relate to
11127,GeneToDisease,C0005941,0.612,0.615,Relate to
11127,GeneToDisease,C0152427,0.612,0.615,Relate to
11127,GeneToDisease,C0238198,0.612,0.615,Relate to
11127,GeneToDisease,C0376634,0.612,0.615,Relate to
11127,GeneToDisease,C3179349,0.612,0.615,Relate to
11128,GeneToDisease,C0406586,0.538,0.769,Relate to
11128,GeneToDisease,C2676243,0.538,0.769,Relate to
11128,GeneToDisease,C3502054,0.538,0.769,Relate to
11129,GeneToDisease,C0006142,0.931,0.154,Relate to
11130,GeneToDisease,C2239176,0.711,0.346,Relate to
11132,GeneToDisease,C0009402,0.621,0.577,Relate to
11132,GeneToDisease,C0011860,0.621,0.577,Relate to
11132,GeneToDisease,C0020796,0.621,0.577,Relate to
11132,GeneToDisease,C0025363,0.621,0.577,Relate to
11132,GeneToDisease,C0917816,0.621,0.577,Relate to
11132,GeneToDisease,C1832544,0.621,0.577,Relate to
11132,GeneToDisease,C3714756,0.621,0.577,Relate to
11133,GeneToDisease,C0036572,0.769,0.192,Relate to
11133,GeneToDisease,C3810225,0.769,0.192,Relate to
11136,GeneToDisease,C0010691,0.666,0.692,Relate to
11136,GeneToDisease,C0022658,0.666,0.692,Relate to
11136,GeneToDisease,C0027707,0.666,0.692,Relate to
11136,GeneToDisease,C0041349,0.666,0.692,Relate to
11136,GeneToDisease,C1857389,0.666,0.692,Relate to
11141,GeneToDisease,C0004352,0.617,0.692,Relate to
11141,GeneToDisease,C0025202,0.617,0.692,Relate to
11141,GeneToDisease,C0796206,0.617,0.692,Relate to
11141,GeneToDisease,C0796241,0.617,0.692,Relate to
11141,GeneToDisease,C0809983,0.617,0.692,Relate to
11141,GeneToDisease,C1136249,0.617,0.692,Relate to
11141,GeneToDisease,C1510586,0.617,0.692,Relate to
11141,GeneToDisease,C2931498,0.617,0.692,Relate to
11146,GeneToDisease,C1841984,0.743,0.385,Relate to
11149,GeneToDisease,C0003811,0.722,0.308,Relate to
11149,GeneToDisease,C0686353,0.722,0.308,Relate to
11149,GeneToDisease,C4225199,0.722,0.308,Relate to
11151,GeneToDisease,C0007097,0.564,0.692,Relate to
11151,GeneToDisease,C0024667,0.564,0.692,Relate to
11151,GeneToDisease,C0041296,0.564,0.692,Relate to
11151,GeneToDisease,C0085110,0.564,0.692,Relate to
11151,GeneToDisease,C0205696,0.564,0.692,Relate to
11151,GeneToDisease,C0205697,0.564,0.692,Relate to
11151,GeneToDisease,C0205698,0.564,0.692,Relate to
11151,GeneToDisease,C0205699,0.564,0.692,Relate to
11151,GeneToDisease,C0494261,0.564,0.692,Relate to
11151,GeneToDisease,C1257925,0.564,0.692,Relate to
11151,GeneToDisease,C2700553,0.564,0.692,Relate to
11151,GeneToDisease,C3809383,0.564,0.692,Relate to
11152,GeneToDisease,C0013421,0.647,0.423,Relate to
11152,GeneToDisease,C0014544,0.647,0.423,Relate to
11152,GeneToDisease,C0037769,0.647,0.423,Relate to
11152,GeneToDisease,C0086237,0.647,0.423,Relate to
11152,GeneToDisease,C0751111,0.647,0.423,Relate to
11152,GeneToDisease,C1135196,0.647,0.423,Relate to
11152,GeneToDisease,C1535926,0.647,0.423,Relate to
11152,GeneToDisease,C2931845,0.647,0.423,Relate to
11152,GeneToDisease,C3550973,0.647,0.423,Relate to
11154,GeneToDisease,C0036572,0.674,0.385,Relate to
11154,GeneToDisease,C0424605,0.674,0.385,Relate to
11154,GeneToDisease,C0557874,0.674,0.385,Relate to
11154,GeneToDisease,C3279743,0.674,0.385,Relate to
11154,GeneToDisease,C4755264,0.674,0.385,Relate to
11155,GeneToDisease,C0340427,0.659,0.385,Relate to
11155,GeneToDisease,C0878544,0.659,0.385,Relate to
11155,GeneToDisease,C1832244,0.659,0.385,Relate to
11155,GeneToDisease,C1832931,0.659,0.385,Relate to
11155,GeneToDisease,C1836155,0.659,0.385,Relate to
11155,GeneToDisease,C1960469,0.659,0.385,Relate to
11155,GeneToDisease,C2678065,0.659,0.385,Relate to
11155,GeneToDisease,C4721886,0.659,0.385,Relate to
11156,GeneToDisease,C0007102,0.566,0.654,Relate to
11156,GeneToDisease,C0009375,0.566,0.654,Relate to
11160,GeneToDisease,C0020796,0.647,0.5,Relate to
11160,GeneToDisease,C0025363,0.647,0.5,Relate to
11160,GeneToDisease,C0027746,0.647,0.5,Relate to
11160,GeneToDisease,C0037773,0.647,0.5,Relate to
11160,GeneToDisease,C0917816,0.647,0.5,Relate to
11160,GeneToDisease,C1853396,0.647,0.5,Relate to
11160,GeneToDisease,C2749936,0.647,0.5,Relate to
11160,GeneToDisease,C3714756,0.647,0.5,Relate to
11167,GeneToDisease,C0003504,0.541,0.808,Relate to
11167,GeneToDisease,C0022660,0.541,0.808,Relate to
11167,GeneToDisease,C0036341,0.541,0.808,Relate to
11167,GeneToDisease,C0036421,0.541,0.808,Relate to
11167,GeneToDisease,C1565662,0.541,0.808,Relate to
11167,GeneToDisease,C2609414,0.541,0.808,Relate to
11168,GeneToDisease,C0023467,0.49,0.846,Relate to
11168,GeneToDisease,C0026998,0.49,0.846,Relate to
11168,GeneToDisease,C1879321,0.49,0.846,Relate to
11170,GeneToDisease,C0017638,0.674,0.462,Relate to
11170,GeneToDisease,C0259783,0.674,0.462,Relate to
11170,GeneToDisease,C0555198,0.674,0.462,Relate to
11170,GeneToDisease,C1140680,0.674,0.462,Relate to
11171,GeneToDisease,C0009402,0.716,0.269,Relate to
11171,GeneToDisease,C0009404,0.716,0.269,Relate to
11173,GeneToDisease,C0010054,0.666,0.577,Relate to
11173,GeneToDisease,C0032460,0.666,0.577,Relate to
11173,GeneToDisease,C1136382,0.666,0.577,Relate to
11173,GeneToDisease,C1956346,0.666,0.577,Relate to
11176,GeneToDisease,C0033578,0.821,0.154,Relate to
11176,GeneToDisease,C0376358,0.821,0.154,Relate to
11178,GeneToDisease,C0014859,0.633,0.385,Relate to
11178,GeneToDisease,C0033578,0.633,0.385,Relate to
11178,GeneToDisease,C0152018,0.633,0.385,Relate to
11178,GeneToDisease,C0153942,0.633,0.385,Relate to
11178,GeneToDisease,C0154059,0.633,0.385,Relate to
11178,GeneToDisease,C0376358,0.633,0.385,Relate to
