GeneId:START_ID(Gene),Relation:TYPE,GeneId:END_ID(Gene),RelationName
3845,GeneToGene,1854,Negative genetic interaction
3845,GeneToGene,1355,Negative genetic interaction
3845,GeneToGene,51647,Negative genetic interaction
3845,GeneToGene,170506,Negative genetic interaction
3845,GeneToGene,8886,Negative genetic interaction
3845,GeneToGene,22845,Negative genetic interaction
3845,GeneToGene,84516,Negative genetic interaction
3845,GeneToGene,9188,Negative genetic interaction
3845,GeneToGene,60678,Negative genetic interaction
3845,GeneToGene,1977,Negative genetic interaction
3845,GeneToGene,2232,Negative genetic interaction
3845,GeneToGene,64785,Negative genetic interaction
3845,GeneToGene,1915,Negative genetic interaction
3845,GeneToGene,1965,Negative genetic interaction
3845,GeneToGene,57647,Negative genetic interaction
3845,GeneToGene,285381,Negative genetic interaction
3845,GeneToGene,644054,Negative genetic interaction
3845,GeneToGene,2079,Negative genetic interaction
3845,GeneToGene,1763,Negative genetic interaction
3845,GeneToGene,55192,Negative genetic interaction
3845,GeneToGene,11218,Negative genetic interaction
3845,GeneToGene,9343,Negative genetic interaction
3845,GeneToGene,1981,Negative genetic interaction
3845,GeneToGene,1340,Negative genetic interaction
3845,GeneToGene,1785,Negative genetic interaction
3845,GeneToGene,1983,Negative genetic interaction
3845,GeneToGene,51164,Negative genetic interaction
3845,GeneToGene,22826,Negative genetic interaction
3845,GeneToGene,1786,Negative genetic interaction
3845,GeneToGene,1938,Negative genetic interaction
3845,GeneToGene,1723,Negative genetic interaction
3845,GeneToGene,2339,Negative genetic interaction
3845,GeneToGene,8893,Negative genetic interaction
3845,GeneToGene,51659,Negative genetic interaction
3845,GeneToGene,1798,Negative genetic interaction
3845,GeneToGene,27297,Negative genetic interaction
3845,GeneToGene,51575,Negative genetic interaction
3845,GeneToGene,8663,Negative genetic interaction
3845,GeneToGene,1802,Negative genetic interaction
3845,GeneToGene,8880,Negative genetic interaction
3845,GeneToGene,1725,Negative genetic interaction
3845,GeneToGene,3646,Negative genetic interaction
3845,GeneToGene,54512,Negative genetic interaction
3845,GeneToGene,9453,Negative genetic interaction
3845,GeneToGene,8661,Negative genetic interaction
3845,GeneToGene,23291,Negative genetic interaction
3845,GeneToGene,10063,Negative genetic interaction
3845,GeneToGene,81608,Negative genetic interaction
3845,GeneToGene,728489,Negative genetic interaction
3845,GeneToGene,51012,Negative genetic interaction
3845,GeneToGene,51611,Negative genetic interaction
3845,GeneToGene,124454,Negative genetic interaction
3845,GeneToGene,83475,Negative genetic interaction
3845,GeneToGene,79039,Negative genetic interaction
3845,GeneToGene,22894,Negative genetic interaction
3845,GeneToGene,2023,Negative genetic interaction
3845,GeneToGene,55140,Negative genetic interaction
3845,GeneToGene,55250,Negative genetic interaction
3845,GeneToGene,9646,Negative genetic interaction
3845,GeneToGene,8662,Negative genetic interaction
3845,GeneToGene,29925,Negative genetic interaction
3845,GeneToGene,728689,Negative genetic interaction
3845,GeneToGene,1615,Negative genetic interaction
3845,GeneToGene,9785,Negative genetic interaction
3845,GeneToGene,27238,Negative genetic interaction
3845,GeneToGene,1964,Negative genetic interaction
3845,GeneToGene,1973,Negative genetic interaction
3845,GeneToGene,2107,Negative genetic interaction
3845,GeneToGene,83658,Negative genetic interaction
3845,GeneToGene,1736,Negative genetic interaction
3845,GeneToGene,29889,Negative genetic interaction
3845,GeneToGene,2673,Negative genetic interaction
3845,GeneToGene,9570,Negative genetic interaction
3845,GeneToGene,51218,Negative genetic interaction
3845,GeneToGene,8668,Negative genetic interaction
3845,GeneToGene,8833,Negative genetic interaction
3845,GeneToGene,55735,Negative genetic interaction
3845,GeneToGene,1660,Negative genetic interaction
3845,GeneToGene,9416,Negative genetic interaction
3845,GeneToGene,1434,Negative genetic interaction
3845,GeneToGene,51077,Negative genetic interaction
3845,GeneToGene,53981,Negative genetic interaction
3845,GeneToGene,1968,Negative genetic interaction
3845,GeneToGene,60528,Negative genetic interaction
3845,GeneToGene,9775,Negative genetic interaction
3845,GeneToGene,2193,Negative genetic interaction
3845,GeneToGene,2071,Negative genetic interaction
3845,GeneToGene,11325,Negative genetic interaction
3845,GeneToGene,8449,Negative genetic interaction
3845,GeneToGene,1662,Negative genetic interaction
3845,GeneToGene,3692,Negative genetic interaction
3845,GeneToGene,1719,Negative genetic interaction
3845,GeneToGene,57696,Negative genetic interaction
3845,GeneToGene,56919,Negative genetic interaction
3845,GeneToGene,85476,Negative genetic interaction
3845,GeneToGene,54555,Negative genetic interaction
3845,GeneToGene,1327,Negative genetic interaction
3845,GeneToGene,1665,Negative genetic interaction
3845,GeneToGene,5394,Negative genetic interaction
3845,GeneToGene,11321,Negative genetic interaction
3845,GeneToGene,1659,Negative genetic interaction
3845,GeneToGene,1603,Negative genetic interaction
3845,GeneToGene,2356,Negative genetic interaction
3845,GeneToGene,10238,Negative genetic interaction
3845,GeneToGene,10671,Negative genetic interaction
3845,GeneToGene,1650,Negative genetic interaction
3845,GeneToGene,10898,Negative genetic interaction
3845,GeneToGene,317781,Negative genetic interaction
3845,GeneToGene,2618,Negative genetic interaction
3845,GeneToGene,54707,Negative genetic interaction
3845,GeneToGene,2879,Negative genetic interaction
3845,GeneToGene,80273,Negative genetic interaction
3845,GeneToGene,2935,Negative genetic interaction
3845,GeneToGene,2958,Negative genetic interaction
3845,GeneToGene,2959,Negative genetic interaction
3845,GeneToGene,2965,Negative genetic interaction
3845,GeneToGene,2968,Negative genetic interaction
3845,GeneToGene,9330,Negative genetic interaction
3845,GeneToGene,9328,Negative genetic interaction
3845,GeneToGene,23560,Negative genetic interaction
3845,GeneToGene,56160,Negative genetic interaction
3845,GeneToGene,3020,Negative genetic interaction
3845,GeneToGene,3035,Negative genetic interaction
3845,GeneToGene,54930,Negative genetic interaction
3845,GeneToGene,3054,Negative genetic interaction
3845,GeneToGene,25988,Negative genetic interaction
3845,GeneToGene,3157,Negative genetic interaction
3845,GeneToGene,3183,Negative genetic interaction
3845,GeneToGene,3190,Negative genetic interaction
3845,GeneToGene,3192,Negative genetic interaction
3845,GeneToGene,150274,Negative genetic interaction
3845,GeneToGene,7184,Negative genetic interaction
3845,GeneToGene,3309,Negative genetic interaction
3845,GeneToGene,3313,Negative genetic interaction
3845,GeneToGene,3329,Negative genetic interaction
3845,GeneToGene,3336,Negative genetic interaction
3845,GeneToGene,25764,Negative genetic interaction
3845,GeneToGene,3376,Negative genetic interaction
3845,GeneToGene,55699,Negative genetic interaction
3845,GeneToGene,79664,Negative genetic interaction
3845,GeneToGene,3476,Negative genetic interaction
3845,GeneToGene,3608,Negative genetic interaction
3845,GeneToGene,55272,Negative genetic interaction
3845,GeneToGene,26173,Negative genetic interaction
3845,GeneToGene,55174,Negative genetic interaction
3845,GeneToGene,84916,Negative genetic interaction
3845,GeneToGene,26512,Negative genetic interaction
3845,GeneToGene,25896,Negative genetic interaction
3845,GeneToGene,55756,Negative genetic interaction
3845,GeneToGene,9670,Negative genetic interaction
3845,GeneToGene,81689,Negative genetic interaction
3845,GeneToGene,9798,Negative genetic interaction
3845,GeneToGene,57461,Negative genetic interaction
3845,GeneToGene,3675,Negative genetic interaction
3845,GeneToGene,3688,Negative genetic interaction
3845,GeneToGene,3735,Negative genetic interaction
3845,GeneToGene,56888,Negative genetic interaction
3845,GeneToGene,9692,Negative genetic interaction
3845,GeneToGene,3832,Negative genetic interaction
3845,GeneToGene,9493,Negative genetic interaction
3845,GeneToGene,3837,Negative genetic interaction
3845,GeneToGene,112970,Negative genetic interaction
3845,GeneToGene,51520,Negative genetic interaction
3845,GeneToGene,23395,Negative genetic interaction
3845,GeneToGene,989,Negative genetic interaction
3845,GeneToGene,114049,Negative genetic interaction
3845,GeneToGene,6923,Negative genetic interaction
3845,GeneToGene,81556,Negative genetic interaction
3845,GeneToGene,114823,Negative genetic interaction
3845,GeneToGene,11019,Negative genetic interaction
3845,GeneToGene,387787,Negative genetic interaction
3845,GeneToGene,9361,Negative genetic interaction
3845,GeneToGene,10128,Negative genetic interaction
3845,GeneToGene,9884,Negative genetic interaction
3845,GeneToGene,374819,Negative genetic interaction
3845,GeneToGene,134353,Negative genetic interaction
3845,GeneToGene,57819,Negative genetic interaction
3845,GeneToGene,25804,Negative genetic interaction
3845,GeneToGene,23658,Negative genetic interaction
3845,GeneToGene,11157,Negative genetic interaction
3845,GeneToGene,51690,Negative genetic interaction
3845,GeneToGene,51691,Negative genetic interaction
3845,GeneToGene,51747,Negative genetic interaction
3845,GeneToGene,57128,Negative genetic interaction
3845,GeneToGene,84549,Negative genetic interaction
3845,GeneToGene,4141,Negative genetic interaction
3845,GeneToGene,92935,Negative genetic interaction
3845,GeneToGene,4144,Negative genetic interaction
3845,GeneToGene,51360,Negative genetic interaction
3845,GeneToGene,4172,Negative genetic interaction
3845,GeneToGene,4174,Negative genetic interaction
3845,GeneToGene,4176,Negative genetic interaction
3845,GeneToGene,79892,Negative genetic interaction
3845,GeneToGene,10445,Negative genetic interaction
3845,GeneToGene,23195,Negative genetic interaction
3845,GeneToGene,400569,Negative genetic interaction
3845,GeneToGene,9282,Negative genetic interaction
3845,GeneToGene,80306,Negative genetic interaction
3845,GeneToGene,29079,Negative genetic interaction
3845,GeneToGene,112950,Negative genetic interaction
3845,GeneToGene,56257,Negative genetic interaction
3845,GeneToGene,23173,Negative genetic interaction
3845,GeneToGene,10988,Negative genetic interaction
3845,GeneToGene,57721,Negative genetic interaction
3845,GeneToGene,79066,Negative genetic interaction
3845,GeneToGene,56339,Negative genetic interaction
3845,GeneToGene,4236,Negative genetic interaction
3845,GeneToGene,9927,Negative genetic interaction
3845,GeneToGene,64210,Negative genetic interaction
3845,GeneToGene,253714,Negative genetic interaction
3845,GeneToGene,25843,Negative genetic interaction
3845,GeneToGene,27304,Negative genetic interaction
3845,GeneToGene,10199,Negative genetic interaction
3845,GeneToGene,29088,Negative genetic interaction
3845,GeneToGene,64978,Negative genetic interaction
3845,GeneToGene,51073,Negative genetic interaction
3845,GeneToGene,84545,Negative genetic interaction
3845,GeneToGene,26589,Negative genetic interaction
3845,GeneToGene,6183,Negative genetic interaction
3845,GeneToGene,63931,Negative genetic interaction
3845,GeneToGene,55168,Negative genetic interaction
3845,GeneToGene,54460,Negative genetic interaction
3845,GeneToGene,51154,Negative genetic interaction
3845,GeneToGene,4522,Negative genetic interaction
3845,GeneToGene,4598,Negative genetic interaction
3845,GeneToGene,4605,Negative genetic interaction
3845,GeneToGene,4609,Negative genetic interaction
3845,GeneToGene,8260,Negative genetic interaction
3845,GeneToGene,80155,Negative genetic interaction
3845,GeneToGene,51126,Negative genetic interaction
3845,GeneToGene,80218,Negative genetic interaction
3845,GeneToGene,4666,Negative genetic interaction
3845,GeneToGene,10135,Negative genetic interaction
3845,GeneToGene,4677,Negative genetic interaction
3845,GeneToGene,55226,Negative genetic interaction
3845,GeneToGene,284565,Negative genetic interaction
3845,GeneToGene,23310,Negative genetic interaction
3845,GeneToGene,54892,Negative genetic interaction
3845,GeneToGene,4686,Negative genetic interaction
3845,GeneToGene,4691,Negative genetic interaction
3845,GeneToGene,27158,Negative genetic interaction
3845,GeneToGene,4738,Negative genetic interaction
3845,GeneToGene,51497,Negative genetic interaction
3845,GeneToGene,9054,Negative genetic interaction
3845,GeneToGene,55651,Negative genetic interaction
3845,GeneToGene,51388,Negative genetic interaction
3845,GeneToGene,25836,Negative genetic interaction
3845,GeneToGene,4820,Negative genetic interaction
3845,GeneToGene,54475,Negative genetic interaction
3845,GeneToGene,51068,Negative genetic interaction
3845,GeneToGene,26155,Negative genetic interaction
3845,GeneToGene,79050,Negative genetic interaction
3845,GeneToGene,79954,Negative genetic interaction
3845,GeneToGene,79159,Negative genetic interaction
3845,GeneToGene,65083,Negative genetic interaction
3845,GeneToGene,79707,Negative genetic interaction
3845,GeneToGene,51491,Negative genetic interaction
3845,GeneToGene,10528,Negative genetic interaction
3845,GeneToGene,51602,Negative genetic interaction
3845,GeneToGene,728741,Negative genetic interaction
3845,GeneToGene,126382,Negative genetic interaction
3845,GeneToGene,29959,Negative genetic interaction
3845,GeneToGene,4905,Negative genetic interaction
3845,GeneToGene,4682,Negative genetic interaction
3845,GeneToGene,10101,Negative genetic interaction
3845,GeneToGene,10726,Negative genetic interaction
3845,GeneToGene,11051,Negative genetic interaction
3845,GeneToGene,83540,Negative genetic interaction
3845,GeneToGene,9631,Negative genetic interaction
3845,GeneToGene,23279,Negative genetic interaction
3845,GeneToGene,8021,Negative genetic interaction
3845,GeneToGene,23636,Negative genetic interaction
3845,GeneToGene,79902,Negative genetic interaction
3845,GeneToGene,4927,Negative genetic interaction
3845,GeneToGene,4928,Negative genetic interaction
3845,GeneToGene,10204,Negative genetic interaction
3845,GeneToGene,4931,Negative genetic interaction
3845,GeneToGene,10482,Negative genetic interaction
3845,GeneToGene,220064,Negative genetic interaction
3845,GeneToGene,23595,Negative genetic interaction
3845,GeneToGene,5048,Negative genetic interaction
3845,GeneToGene,10606,Negative genetic interaction
3845,GeneToGene,55003,Negative genetic interaction
3845,GeneToGene,5093,Negative genetic interaction
3845,GeneToGene,5094,Negative genetic interaction
3845,GeneToGene,5111,Negative genetic interaction
3845,GeneToGene,22984,Negative genetic interaction
3845,GeneToGene,10015,Negative genetic interaction
3845,GeneToGene,10081,Negative genetic interaction
3845,GeneToGene,23481,Negative genetic interaction
3845,GeneToGene,100303755,Negative genetic interaction
3845,GeneToGene,5198,Negative genetic interaction
3845,GeneToGene,5202,Negative genetic interaction
3845,GeneToGene,5204,Negative genetic interaction
3845,GeneToGene,5223,Negative genetic interaction
3845,GeneToGene,5226,Negative genetic interaction
3845,GeneToGene,9489,Negative genetic interaction
3845,GeneToGene,51808,Negative genetic interaction
3845,GeneToGene,5245,Negative genetic interaction
3845,GeneToGene,11331,Negative genetic interaction
3845,GeneToGene,84844,Negative genetic interaction
3845,GeneToGene,5347,Negative genetic interaction
3845,GeneToGene,10733,Negative genetic interaction
3845,GeneToGene,23203,Negative genetic interaction
3845,GeneToGene,9512,Negative genetic interaction
3845,GeneToGene,87178,Negative genetic interaction
3845,GeneToGene,23649,Negative genetic interaction
3845,GeneToGene,5424,Negative genetic interaction
3845,GeneToGene,5425,Negative genetic interaction
3845,GeneToGene,5426,Negative genetic interaction
3845,GeneToGene,5427,Negative genetic interaction
3845,GeneToGene,11232,Negative genetic interaction
3845,GeneToGene,25885,Negative genetic interaction
3845,GeneToGene,84172,Negative genetic interaction
3845,GeneToGene,9533,Negative genetic interaction
3845,GeneToGene,64425,Negative genetic interaction
3845,GeneToGene,5431,Negative genetic interaction
3845,GeneToGene,5432,Negative genetic interaction
3845,GeneToGene,5433,Negative genetic interaction
3845,GeneToGene,5434,Negative genetic interaction
3845,GeneToGene,5435,Negative genetic interaction
3845,GeneToGene,5436,Negative genetic interaction
3845,GeneToGene,5438,Negative genetic interaction
3845,GeneToGene,5441,Negative genetic interaction
3845,GeneToGene,11128,Negative genetic interaction
3845,GeneToGene,55703,Negative genetic interaction
3845,GeneToGene,10623,Negative genetic interaction
3845,GeneToGene,171568,Negative genetic interaction
3845,GeneToGene,51728,Negative genetic interaction
3845,GeneToGene,5442,Negative genetic interaction
3845,GeneToGene,10940,Negative genetic interaction
3845,GeneToGene,51367,Negative genetic interaction
3845,GeneToGene,10248,Negative genetic interaction
3845,GeneToGene,56342,Negative genetic interaction
3845,GeneToGene,5471,Negative genetic interaction
3845,GeneToGene,60490,Negative genetic interaction
3845,GeneToGene,79717,Negative genetic interaction
3845,GeneToGene,23759,Negative genetic interaction
3845,GeneToGene,5500,Negative genetic interaction
3845,GeneToGene,6992,Negative genetic interaction
3845,GeneToGene,5510,Negative genetic interaction
3845,GeneToGene,5531,Negative genetic interaction
3845,GeneToGene,5537,Negative genetic interaction
3845,GeneToGene,23082,Negative genetic interaction
3845,GeneToGene,23398,Negative genetic interaction
3845,GeneToGene,9055,Negative genetic interaction
3845,GeneToGene,10113,Negative genetic interaction
3845,GeneToGene,27166,Negative genetic interaction
3845,GeneToGene,5557,Negative genetic interaction
3845,GeneToGene,3276,Negative genetic interaction
3845,GeneToGene,10419,Negative genetic interaction
3845,GeneToGene,84950,Negative genetic interaction
3845,GeneToGene,55119,Negative genetic interaction
3845,GeneToGene,9128,Negative genetic interaction
3845,GeneToGene,55660,Negative genetic interaction
3845,GeneToGene,10594,Negative genetic interaction
3845,GeneToGene,5683,Negative genetic interaction
3845,GeneToGene,5684,Negative genetic interaction
3845,GeneToGene,5685,Negative genetic interaction
3845,GeneToGene,5686,Negative genetic interaction
3845,GeneToGene,5687,Negative genetic interaction
3845,GeneToGene,5688,Negative genetic interaction
3845,GeneToGene,5689,Negative genetic interaction
3845,GeneToGene,5690,Negative genetic interaction
3845,GeneToGene,5691,Negative genetic interaction
3845,GeneToGene,5692,Negative genetic interaction
3845,GeneToGene,5693,Negative genetic interaction
3845,GeneToGene,5694,Negative genetic interaction
3845,GeneToGene,5695,Negative genetic interaction
3845,GeneToGene,5700,Negative genetic interaction
3845,GeneToGene,5701,Negative genetic interaction
3845,GeneToGene,5704,Negative genetic interaction
3845,GeneToGene,5706,Negative genetic interaction
3845,GeneToGene,5718,Negative genetic interaction
3845,GeneToGene,5719,Negative genetic interaction
3845,GeneToGene,10213,Negative genetic interaction
3845,GeneToGene,5709,Negative genetic interaction
3845,GeneToGene,5710,Negative genetic interaction
3845,GeneToGene,9861,Negative genetic interaction
3845,GeneToGene,5713,Negative genetic interaction
3845,GeneToGene,8624,Negative genetic interaction
3845,GeneToGene,56984,Negative genetic interaction
3845,GeneToGene,84262,Negative genetic interaction
3845,GeneToGene,118672,Negative genetic interaction
3845,GeneToGene,8073,Negative genetic interaction
3845,GeneToGene,114971,Negative genetic interaction
3845,GeneToGene,25930,Negative genetic interaction
3845,GeneToGene,11137,Negative genetic interaction
3845,GeneToGene,5822,Negative genetic interaction
3845,GeneToGene,79912,Negative genetic interaction
3845,GeneToGene,5859,Negative genetic interaction
3845,GeneToGene,55278,Negative genetic interaction
3845,GeneToGene,5876,Negative genetic interaction
3845,GeneToGene,5879,Negative genetic interaction
3845,GeneToGene,29127,Negative genetic interaction
3845,GeneToGene,5810,Negative genetic interaction
3845,GeneToGene,5888,Negative genetic interaction
3845,GeneToGene,5889,Negative genetic interaction
3845,GeneToGene,5892,Negative genetic interaction
3845,GeneToGene,5883,Negative genetic interaction
3845,GeneToGene,57038,Negative genetic interaction
3845,GeneToGene,5928,Negative genetic interaction
3845,GeneToGene,9904,Negative genetic interaction
3845,GeneToGene,55696,Negative genetic interaction
3845,GeneToGene,9584,Negative genetic interaction
3845,GeneToGene,9978,Negative genetic interaction
3845,GeneToGene,81554,Negative genetic interaction
3845,GeneToGene,10171,Negative genetic interaction
3845,GeneToGene,5983,Negative genetic interaction
3845,GeneToGene,5985,Negative genetic interaction
3845,GeneToGene,6009,Negative genetic interaction
3845,GeneToGene,8732,Negative genetic interaction
3845,GeneToGene,8731,Negative genetic interaction
3845,GeneToGene,6118,Negative genetic interaction
3845,GeneToGene,6119,Negative genetic interaction
3845,GeneToGene,26015,Negative genetic interaction
3845,GeneToGene,79657,Negative genetic interaction
3845,GeneToGene,6120,Negative genetic interaction
3845,GeneToGene,84154,Negative genetic interaction
3845,GeneToGene,4736,Negative genetic interaction
3845,GeneToGene,6135,Negative genetic interaction
3845,GeneToGene,6136,Negative genetic interaction
3845,GeneToGene,6138,Negative genetic interaction
3845,GeneToGene,6139,Negative genetic interaction
3845,GeneToGene,6141,Negative genetic interaction
3845,GeneToGene,6142,Negative genetic interaction
3845,GeneToGene,6143,Negative genetic interaction
3845,GeneToGene,6144,Negative genetic interaction
3845,GeneToGene,6147,Negative genetic interaction
3845,GeneToGene,6152,Negative genetic interaction
3845,GeneToGene,6154,Negative genetic interaction
3845,GeneToGene,6155,Negative genetic interaction
3845,GeneToGene,6157,Negative genetic interaction
3845,GeneToGene,6158,Negative genetic interaction
3845,GeneToGene,6122,Negative genetic interaction
3845,GeneToGene,6156,Negative genetic interaction
3845,GeneToGene,6160,Negative genetic interaction
3845,GeneToGene,6161,Negative genetic interaction
3845,GeneToGene,6164,Negative genetic interaction
3845,GeneToGene,11224,Negative genetic interaction
3845,GeneToGene,25873,Negative genetic interaction
3845,GeneToGene,6168,Negative genetic interaction
3845,GeneToGene,6170,Negative genetic interaction
3845,GeneToGene,6124,Negative genetic interaction
3845,GeneToGene,6125,Negative genetic interaction
3845,GeneToGene,6128,Negative genetic interaction
3845,GeneToGene,6129,Negative genetic interaction
3845,GeneToGene,285855,Negative genetic interaction
3845,GeneToGene,6132,Negative genetic interaction
3845,GeneToGene,6175,Negative genetic interaction
3845,GeneToGene,6181,Negative genetic interaction
3845,GeneToGene,79897,Negative genetic interaction
3845,GeneToGene,10556,Negative genetic interaction
3845,GeneToGene,58490,Negative genetic interaction
3845,GeneToGene,6204,Negative genetic interaction
3845,GeneToGene,6207,Negative genetic interaction
3845,GeneToGene,6208,Negative genetic interaction
3845,GeneToGene,6209,Negative genetic interaction
3845,GeneToGene,6210,Negative genetic interaction
3845,GeneToGene,6217,Negative genetic interaction
3845,GeneToGene,6222,Negative genetic interaction
3845,GeneToGene,6223,Negative genetic interaction
3845,GeneToGene,6187,Negative genetic interaction
3845,GeneToGene,6224,Negative genetic interaction
3845,GeneToGene,6228,Negative genetic interaction
3845,GeneToGene,6229,Negative genetic interaction
3845,GeneToGene,6230,Negative genetic interaction
3845,GeneToGene,6231,Negative genetic interaction
3845,GeneToGene,6232,Negative genetic interaction
3845,GeneToGene,6189,Negative genetic interaction
3845,GeneToGene,6191,Negative genetic interaction
3845,GeneToGene,6194,Negative genetic interaction
3845,GeneToGene,6201,Negative genetic interaction
3845,GeneToGene,6202,Negative genetic interaction
3845,GeneToGene,6203,Negative genetic interaction
3845,GeneToGene,3921,Negative genetic interaction
3845,GeneToGene,6240,Negative genetic interaction
3845,GeneToGene,54700,Negative genetic interaction
3845,GeneToGene,8568,Negative genetic interaction
3845,GeneToGene,23212,Negative genetic interaction
3845,GeneToGene,26156,Negative genetic interaction
3845,GeneToGene,51187,Negative genetic interaction
3845,GeneToGene,51493,Negative genetic interaction
3845,GeneToGene,51750,Negative genetic interaction
3845,GeneToGene,8607,Negative genetic interaction
3845,GeneToGene,10856,Negative genetic interaction
3845,GeneToGene,22908,Negative genetic interaction
3845,GeneToGene,10055,Negative genetic interaction
3845,GeneToGene,10284,Negative genetic interaction
3845,GeneToGene,54938,Negative genetic interaction
3845,GeneToGene,51119,Negative genetic interaction
3845,GeneToGene,55206,Negative genetic interaction
3845,GeneToGene,55153,Negative genetic interaction
3845,GeneToGene,163859,Negative genetic interaction
3845,GeneToGene,6389,Negative genetic interaction
3845,GeneToGene,6390,Negative genetic interaction
3845,GeneToGene,6391,Negative genetic interaction
3845,GeneToGene,6396,Negative genetic interaction
3845,GeneToGene,29927,Negative genetic interaction
3845,GeneToGene,22928,Negative genetic interaction
3845,GeneToGene,7536,Negative genetic interaction
3845,GeneToGene,10946,Negative genetic interaction
3845,GeneToGene,23451,Negative genetic interaction
3845,GeneToGene,10992,Negative genetic interaction
3845,GeneToGene,23450,Negative genetic interaction
3845,GeneToGene,10262,Negative genetic interaction
3845,GeneToGene,83443,Negative genetic interaction
3845,GeneToGene,6421,Negative genetic interaction
3845,GeneToGene,55164,Negative genetic interaction
3845,GeneToGene,348235,Negative genetic interaction
3845,GeneToGene,23517,Negative genetic interaction
3845,GeneToGene,6500,Negative genetic interaction
3845,GeneToGene,60386,Negative genetic interaction
3845,GeneToGene,9197,Negative genetic interaction
3845,GeneToGene,10237,Negative genetic interaction
3845,GeneToGene,8243,Negative genetic interaction
3845,GeneToGene,10592,Negative genetic interaction
3845,GeneToGene,10051,Negative genetic interaction
3845,GeneToGene,79677,Negative genetic interaction
3845,GeneToGene,6606,Negative genetic interaction
3845,GeneToGene,10285,Negative genetic interaction
3845,GeneToGene,55234,Negative genetic interaction
3845,GeneToGene,8773,Negative genetic interaction
3845,GeneToGene,11267,Negative genetic interaction
3845,GeneToGene,79622,Negative genetic interaction
3845,GeneToGene,9410,Negative genetic interaction
3845,GeneToGene,6632,Negative genetic interaction
3845,GeneToGene,6633,Negative genetic interaction
3845,GeneToGene,6634,Negative genetic interaction
3845,GeneToGene,6635,Negative genetic interaction
3845,GeneToGene,6636,Negative genetic interaction
3845,GeneToGene,6647,Negative genetic interaction
3845,GeneToGene,166378,Negative genetic interaction
3845,GeneToGene,79029,Negative genetic interaction
3845,GeneToGene,441273,Negative genetic interaction
3845,GeneToGene,51490,Negative genetic interaction
3845,GeneToGene,6727,Negative genetic interaction
3845,GeneToGene,6729,Negative genetic interaction
3845,GeneToGene,6726,Negative genetic interaction
3845,GeneToGene,6426,Negative genetic interaction
3845,GeneToGene,6427,Negative genetic interaction
3845,GeneToGene,6431,Negative genetic interaction
3845,GeneToGene,6432,Negative genetic interaction
3845,GeneToGene,29101,Negative genetic interaction
3845,GeneToGene,10617,Negative genetic interaction
3845,GeneToGene,56910,Negative genetic interaction
3845,GeneToGene,11171,Negative genetic interaction
3845,GeneToGene,11198,Negative genetic interaction
3845,GeneToGene,6830,Negative genetic interaction
3845,GeneToGene,90196,Negative genetic interaction
3845,GeneToGene,9014,Negative genetic interaction
3845,GeneToGene,9013,Negative genetic interaction
3845,GeneToGene,6873,Negative genetic interaction
3845,GeneToGene,6878,Negative genetic interaction
3845,GeneToGene,79613,Negative genetic interaction
3845,GeneToGene,729877,Negative genetic interaction
3845,GeneToGene,6903,Negative genetic interaction
3845,GeneToGene,6904,Negative genetic interaction
3845,GeneToGene,6905,Negative genetic interaction
3845,GeneToGene,6950,Negative genetic interaction
3845,GeneToGene,7003,Negative genetic interaction
3845,GeneToGene,9524,Negative genetic interaction
3845,GeneToGene,7014,Negative genetic interaction
3845,GeneToGene,7019,Negative genetic interaction
3845,GeneToGene,7037,Negative genetic interaction
3845,GeneToGene,7050,Negative genetic interaction
3845,GeneToGene,96764,Negative genetic interaction
3845,GeneToGene,55145,Negative genetic interaction
3845,GeneToGene,54974,Negative genetic interaction
3845,GeneToGene,84321,Negative genetic interaction
3845,GeneToGene,90381,Negative genetic interaction
3845,GeneToGene,8914,Negative genetic interaction
3845,GeneToGene,26519,Negative genetic interaction
3845,GeneToGene,26520,Negative genetic interaction
3845,GeneToGene,26277,Negative genetic interaction
3845,GeneToGene,54962,Negative genetic interaction
3845,GeneToGene,7086,Negative genetic interaction
3845,GeneToGene,23534,Negative genetic interaction
3845,GeneToGene,9804,Negative genetic interaction
3845,GeneToGene,56993,Negative genetic interaction
3845,GeneToGene,7153,Negative genetic interaction
3845,GeneToGene,7156,Negative genetic interaction
3845,GeneToGene,11073,Negative genetic interaction
3845,GeneToGene,112858,Negative genetic interaction
3845,GeneToGene,7167,Negative genetic interaction
3845,GeneToGene,27010,Negative genetic interaction
3845,GeneToGene,7175,Negative genetic interaction
3845,GeneToGene,51002,Negative genetic interaction
3845,GeneToGene,7178,Negative genetic interaction
3845,GeneToGene,22974,Negative genetic interaction
3845,GeneToGene,58485,Negative genetic interaction
3845,GeneToGene,60684,Negative genetic interaction
3845,GeneToGene,27095,Negative genetic interaction
3845,GeneToGene,126003,Negative genetic interaction
3845,GeneToGene,51504,Negative genetic interaction
3845,GeneToGene,57570,Negative genetic interaction
3845,GeneToGene,54822,Negative genetic interaction
3845,GeneToGene,90121,Negative genetic interaction
3845,GeneToGene,55622,Negative genetic interaction
3845,GeneToGene,10376,Negative genetic interaction
3845,GeneToGene,203068,Negative genetic interaction
3845,GeneToGene,10426,Negative genetic interaction
3845,GeneToGene,27229,Negative genetic interaction
3845,GeneToGene,7284,Negative genetic interaction
3845,GeneToGene,64852,Negative genetic interaction
3845,GeneToGene,7307,Negative genetic interaction
