GeneId:START_ID(Gene),Relation:TYPE,GeneId:END_ID(Gene),RelationName
1345,GeneToGene,106481683,Related pseudogene
1345,GeneToGene,106481684,Related pseudogene
1345,GeneToGene,106481965,Related pseudogene
1345,GeneToGene,112340384,Related pseudogene
1345,GeneToGene,170504,Related pseudogene
1345,GeneToGene,9384,Related pseudogene
1347,GeneToGene,1348,Related pseudogene
1347,GeneToGene,319098,Related pseudogene
1348,GeneToGene,1347,Related functional gene
1349,GeneToGene,100507586,Related pseudogene
1349,GeneToGene,114657,Related pseudogene
1349,GeneToGene,140692,Related pseudogene
1350,GeneToGene,100506672,Related pseudogene
1350,GeneToGene,9386,Related pseudogene
1351,GeneToGene,55611,Potential readthrough sibling
1353,GeneToGene,140468,Related pseudogene
1356,GeneToGene,340451,Related pseudogene
1356,GeneToGene,389160,Related pseudogene
1362,GeneToGene,109729163,Related pseudogene
1366,GeneToGene,23399,Potential readthrough sibling
1366,GeneToGene,100129851,Related pseudogene
1375,GeneToGene,1120,Readthrough sibling
1375,GeneToGene,386593,Readthrough parent
1376,GeneToGene,100420556,Related pseudogene
1378,GeneToGene,100422434,Related pseudogene
1385,GeneToGene,100421287,Related pseudogene
1385,GeneToGene,100421288,Related pseudogene
1385,GeneToGene,100421292,Related pseudogene
1386,GeneToGene,1123,Potential readthrough sibling
1388,GeneToGene,7148,Potential readthrough sibling
1394,GeneToGene,104909134,Readthrough parent
1394,GeneToGene,147081,Readthrough sibling
1396,GeneToGene,283643,Potential readthrough sibling
1396,GeneToGene,106479040,Related pseudogene
1396,GeneToGene,106480793,Related pseudogene
1396,GeneToGene,641456,Related pseudogene
1396,GeneToGene,641457,Related pseudogene
1401,GeneToGene,171422,Related pseudogene
1415,GeneToGene,1416,Related pseudogene
1416,GeneToGene,1415,Related functional gene
1421,GeneToGene,1423,Related pseudogene
1421,GeneToGene,1424,Related pseudogene
1421,GeneToGene,200575,Related pseudogene
1423,GeneToGene,1421,Related functional gene
1424,GeneToGene,1421,Related functional gene
1429,GeneToGene,100526735,Related pseudogene
1429,GeneToGene,1430,Related pseudogene
1430,GeneToGene,1429,Related functional gene
1431,GeneToGene,10330,Potential readthrough sibling
1431,GeneToGene,100418973,Related pseudogene
1431,GeneToGene,440514,Related pseudogene
1431,GeneToGene,648934,Related pseudogene
1431,GeneToGene,649024,Related pseudogene
1439,GeneToGene,23772,Related pseudogene
1442,GeneToGene,1443,Potential readthrough sibling
1443,GeneToGene,1442,Potential readthrough sibling
1443,GeneToGene,2689,Potential readthrough sibling
1452,GeneToGene,100419901,Related pseudogene
1452,GeneToGene,100526776,Related pseudogene
1452,GeneToGene,120321,Related pseudogene
1452,GeneToGene,161635,Related pseudogene
1454,GeneToGene,102800317,Readthrough parent
1454,GeneToGene,400927,Readthrough sibling
1455,GeneToGene,100419821,Related pseudogene
1460,GeneToGene,58496,Potential readthrough sibling
1464,GeneToGene,100287261,Related pseudogene
1464,GeneToGene,100287502,Related pseudogene
1464,GeneToGene,100302666,Related pseudogene
1464,GeneToGene,100631254,Related pseudogene
1464,GeneToGene,114758,Related pseudogene
1464,GeneToGene,114817,Related pseudogene
1464,GeneToGene,390627,Related pseudogene
1464,GeneToGene,440300,Related pseudogene
1464,GeneToGene,727930,Related pseudogene
1464,GeneToGene,728121,Related pseudogene
1464,GeneToGene,84664,Related pseudogene
1466,GeneToGene,100420832,Related pseudogene
1466,GeneToGene,1467,Related pseudogene
1467,GeneToGene,1466,Related functional gene
1469,GeneToGene,101410546,Related pseudogene
1469,GeneToGene,1481,Related pseudogene
1472,GeneToGene,1480,Related pseudogene
1476,GeneToGene,127379754,Related pseudogene
1480,GeneToGene,1472,Related functional gene
1481,GeneToGene,1469,Related functional gene
1486,GeneToGene,2787,Potential readthrough sibling
1488,GeneToGene,100130970,Related pseudogene
1488,GeneToGene,100420253,Related pseudogene
1488,GeneToGene,120449,Related pseudogene
1488,GeneToGene,220147,Related pseudogene
1488,GeneToGene,352905,Related pseudogene
1488,GeneToGene,401914,Related pseudogene
1488,GeneToGene,403340,Related pseudogene
1488,GeneToGene,642909,Related pseudogene
1488,GeneToGene,646936,Related pseudogene
1495,GeneToGene,1498,Related pseudogene
1498,GeneToGene,1495,Related functional gene
1499,GeneToGene,100422013,Related pseudogene
1500,GeneToGene,100528016,Readthrough parent
1500,GeneToGene,51075,Readthrough sibling
1504,GeneToGene,100506281,Potential readthrough sibling
1506,GeneToGene,5699,Potential readthrough sibling
1508,GeneToGene,100130674,Related pseudogene
1508,GeneToGene,100418874,Related pseudogene
1509,GeneToGene,402778,Potential readthrough sibling
1514,GeneToGene,118945,Related pseudogene
1514,GeneToGene,1517,Related pseudogene
1514,GeneToGene,1518,Related pseudogene
1514,GeneToGene,642413,Related pseudogene
1514,GeneToGene,644021,Related pseudogene
1514,GeneToGene,644496,Related pseudogene
1517,GeneToGene,1514,Related functional gene
1518,GeneToGene,1514,Related functional gene
1525,GeneToGene,100287357,Related pseudogene
1525,GeneToGene,102724726,Related pseudogene
1525,GeneToGene,440224,Related pseudogene
1525,GeneToGene,646243,Related pseudogene
1525,GeneToGene,653108,Related pseudogene
1527,GeneToGene,102030688,Related pseudogene
1527,GeneToGene,653363,Related pseudogene
1527,GeneToGene,728447,Related pseudogene
1528,GeneToGene,100128621,Related pseudogene
1528,GeneToGene,100289051,Related pseudogene
1528,GeneToGene,1531,Related pseudogene
1528,GeneToGene,1532,Related pseudogene
1531,GeneToGene,1528,Related functional gene
1532,GeneToGene,1528,Related functional gene
1543,GeneToGene,100133307,Related pseudogene
1549,GeneToGene,1550,Related pseudogene
1550,GeneToGene,1549,Related functional gene
1551,GeneToGene,100861540,Readthrough parent
1551,GeneToGene,1578,Readthrough sibling
1557,GeneToGene,1562,Potential readthrough sibling
1557,GeneToGene,107063541,Related pseudogene
1557,GeneToGene,112499600,Related pseudogene
1558,GeneToGene,106478959,Related pseudogene
1558,GeneToGene,106480430,Related pseudogene
1558,GeneToGene,106480734,Related pseudogene
1558,GeneToGene,106480748,Related pseudogene
1562,GeneToGene,1557,Potential readthrough sibling
1562,GeneToGene,100874505,Related pseudogene
1562,GeneToGene,100874513,Related pseudogene
1565,GeneToGene,101929829,Related pseudogene
1565,GeneToGene,1566,Related pseudogene
1565,GeneToGene,1568,Related pseudogene
1566,GeneToGene,1565,Related functional gene
1568,GeneToGene,1565,Related functional gene
1571,GeneToGene,93426,Potential readthrough sibling
1572,GeneToGene,163007,Related pseudogene
1572,GeneToGene,171427,Related pseudogene
1572,GeneToGene,171523,Related pseudogene
1577,GeneToGene,106478983,Related pseudogene
1577,GeneToGene,106480749,Related pseudogene
1577,GeneToGene,1578,Related pseudogene
1577,GeneToGene,79424,Related pseudogene
1578,GeneToGene,100861540,Readthrough parent
1578,GeneToGene,1551,Readthrough sibling
1578,GeneToGene,1577,Related functional gene
1579,GeneToGene,100422288,Related pseudogene
1579,GeneToGene,107080641,Related pseudogene
1589,GeneToGene,1590,Related pseudogene
1590,GeneToGene,1589,Related functional gene
1595,GeneToGene,401387,Potential readthrough sibling
1595,GeneToGene,100422264,Related pseudogene
1595,GeneToGene,83528,Related pseudogene
1595,GeneToGene,83530,Related pseudogene
1596,GeneToGene,8749,Related functional gene
1600,GeneToGene,115209,Potential readthrough sibling
1601,GeneToGene,735,Potential readthrough sibling
1603,GeneToGene,56286,Related pseudogene
1608,GeneToGene,2119,Potential readthrough sibling
1612,GeneToGene,100420576,Related pseudogene
1622,GeneToGene,1623,Related pseudogene
1622,GeneToGene,1624,Related pseudogene
1622,GeneToGene,791082,Related pseudogene
1623,GeneToGene,1622,Related functional gene
1624,GeneToGene,1622,Related functional gene
1629,GeneToGene,127379690,Related pseudogene
1636,GeneToGene,100129123,Related pseudogene
1639,GeneToGene,57835,Potential readthrough sibling
1645,GeneToGene,648947,Related pseudogene
1647,GeneToGene,1648,Related pseudogene
1648,GeneToGene,1647,Related functional gene
1652,GeneToGene,101060160,Related pseudogene
1654,GeneToGene,650560,Related pseudogene
1655,GeneToGene,100421238,Related pseudogene
1656,GeneToGene,100130117,Related pseudogene
1656,GeneToGene,442192,Related pseudogene
1660,GeneToGene,80896,Potential readthrough sibling
1660,GeneToGene,100421303,Related pseudogene
1660,GeneToGene,1661,Related pseudogene
1660,GeneToGene,646813,Related pseudogene
1661,GeneToGene,1660,Related functional gene
1662,GeneToGene,100421371,Related pseudogene
1662,GeneToGene,401533,Related pseudogene
1671,GeneToGene,449492,Related pseudogene
1671,GeneToGene,724068,Related pseudogene
1676,GeneToGene,100130321,Related pseudogene
1677,GeneToGene,100422581,Related pseudogene
1678,GeneToGene,399520,Related pseudogene
1719,GeneToGene,100132056,Related pseudogene
1719,GeneToGene,109729123,Related pseudogene
1719,GeneToGene,1720,Related pseudogene
1719,GeneToGene,573971,Related pseudogene
1719,GeneToGene,729816,Related pseudogene
1720,GeneToGene,1719,Related functional gene
1730,GeneToGene,29935,Potential readthrough sibling
1743,GeneToGene,1744,Related pseudogene
1744,GeneToGene,1743,Related functional gene
1755,GeneToGene,375940,Related pseudogene
1759,GeneToGene,100128285,Related pseudogene
1759,GeneToGene,100131084,Related pseudogene
1759,GeneToGene,100132031,Related pseudogene
1759,GeneToGene,100132100,Related pseudogene
1759,GeneToGene,100132204,Related pseudogene
1759,GeneToGene,100216466,Related pseudogene
1759,GeneToGene,100216505,Related pseudogene
1759,GeneToGene,100216506,Related pseudogene
1759,GeneToGene,100216507,Related pseudogene
1759,GeneToGene,100216514,Related pseudogene
1759,GeneToGene,100216515,Related pseudogene
1759,GeneToGene,100216516,Related pseudogene
1759,GeneToGene,100216517,Related pseudogene
1759,GeneToGene,100216542,Related pseudogene
1759,GeneToGene,100216544,Related pseudogene
1759,GeneToGene,100418739,Related pseudogene
1759,GeneToGene,101927579,Related pseudogene
1759,GeneToGene,125505920,Related pseudogene
1759,GeneToGene,196968,Related pseudogene
1759,GeneToGene,387553,Related pseudogene
1759,GeneToGene,387554,Related pseudogene
1759,GeneToGene,400403,Related pseudogene
1759,GeneToGene,400433,Related pseudogene
1759,GeneToGene,440299,Related pseudogene
1759,GeneToGene,440303,Related pseudogene
1759,GeneToGene,554175,Related pseudogene
1759,GeneToGene,644153,Related pseudogene
1759,GeneToGene,728388,Related pseudogene
1759,GeneToGene,728770,Related pseudogene
1759,GeneToGene,729809,Related pseudogene
1759,GeneToGene,730058,Related pseudogene
1760,GeneToGene,1762,Potential readthrough sibling
1762,GeneToGene,1760,Potential readthrough sibling
1781,GeneToGene,728532,Related pseudogene
1786,GeneToGene,9294,Potential readthrough sibling
1788,GeneToGene,130802,Related pseudogene
1793,GeneToGene,220077,Related pseudogene
1816,GeneToGene,101060524,Related pseudogene
1816,GeneToGene,101929815,Related pseudogene
1816,GeneToGene,1817,Related pseudogene
1816,GeneToGene,1818,Related pseudogene
1817,GeneToGene,1816,Related functional gene
1818,GeneToGene,1816,Related functional gene
1822,GeneToGene,113246,Potential readthrough sibling
1822,GeneToGene,100418822,Related pseudogene
1831,GeneToGene,100287033,Related pseudogene
1845,GeneToGene,100420466,Related pseudogene
1847,GeneToGene,574029,Related pseudogene
1847,GeneToGene,643459,Related pseudogene
1850,GeneToGene,106903081,Related pseudogene
1850,GeneToGene,441554,Related pseudogene
1850,GeneToGene,728657,Related pseudogene
1854,GeneToGene,100861485,Related pseudogene
1854,GeneToGene,100873909,Related pseudogene
1854,GeneToGene,100873910,Related pseudogene
1854,GeneToGene,100873911,Related pseudogene
1854,GeneToGene,100873912,Related pseudogene
1854,GeneToGene,100873913,Related pseudogene
1854,GeneToGene,100873914,Related pseudogene
1854,GeneToGene,441862,Related pseudogene
1854,GeneToGene,548637,Related pseudogene
1855,GeneToGene,8215,Related pseudogene
1871,GeneToGene,100420003,Related pseudogene
1871,GeneToGene,1872,Related pseudogene
1872,GeneToGene,1871,Related functional gene
1874,GeneToGene,100131899,Related pseudogene
1876,GeneToGene,100420178,Related pseudogene
1876,GeneToGene,139542,Related pseudogene
1876,GeneToGene,376818,Related pseudogene
1876,GeneToGene,386610,Related pseudogene
1880,GeneToGene,100133168,Related pseudogene
1893,GeneToGene,100420354,Related pseudogene
1893,GeneToGene,106481698,Related pseudogene
1911,GeneToGene,653441,Related pseudogene
1915,GeneToGene,100128637,Related pseudogene
1915,GeneToGene,100130211,Related pseudogene
1915,GeneToGene,100130234,Related pseudogene
1915,GeneToGene,100132358,Related pseudogene
1915,GeneToGene,100421796,Related pseudogene
1915,GeneToGene,100421797,Related pseudogene
1915,GeneToGene,100421807,Related pseudogene
1915,GeneToGene,100421815,Related pseudogene
1915,GeneToGene,100421820,Related pseudogene
1915,GeneToGene,100421825,Related pseudogene
1915,GeneToGene,100421829,Related pseudogene
1915,GeneToGene,100421854,Related pseudogene
1915,GeneToGene,100421865,Related pseudogene
1915,GeneToGene,100862850,Related pseudogene
1915,GeneToGene,100874490,Related pseudogene
1915,GeneToGene,100874491,Related pseudogene
1915,GeneToGene,100887747,Related pseudogene
1915,GeneToGene,124199,Related pseudogene
1915,GeneToGene,133283,Related pseudogene
1915,GeneToGene,158078,Related pseudogene
1915,GeneToGene,1918,Related pseudogene
1915,GeneToGene,221838,Related pseudogene
1915,GeneToGene,319112,Related pseudogene
1915,GeneToGene,387845,Related pseudogene
1915,GeneToGene,389179,Related pseudogene
1915,GeneToGene,389223,Related pseudogene
1915,GeneToGene,390352,Related pseudogene
1915,GeneToGene,390924,Related pseudogene
1915,GeneToGene,401717,Related pseudogene
1915,GeneToGene,402420,Related pseudogene
1915,GeneToGene,440595,Related pseudogene
1915,GeneToGene,441032,Related pseudogene
1915,GeneToGene,442709,Related pseudogene
1915,GeneToGene,54054,Related pseudogene
1915,GeneToGene,553820,Related pseudogene
1915,GeneToGene,643563,Related pseudogene
1915,GeneToGene,644604,Related pseudogene
1915,GeneToGene,645693,Related pseudogene
1915,GeneToGene,645715,Related pseudogene
1915,GeneToGene,646612,Related pseudogene
1915,GeneToGene,647167,Related pseudogene
1915,GeneToGene,730232,Related pseudogene
1917,GeneToGene,100421798,Related pseudogene
1917,GeneToGene,100421817,Related pseudogene
1917,GeneToGene,100421840,Related pseudogene
1917,GeneToGene,100421842,Related pseudogene
1917,GeneToGene,401677,Related pseudogene
1917,GeneToGene,441880,Related pseudogene
1917,GeneToGene,442215,Related pseudogene
1917,GeneToGene,642791,Related pseudogene
1917,GeneToGene,729856,Related pseudogene
1918,GeneToGene,1915,Related functional gene
1932,GeneToGene,1933,Related functional gene
1933,GeneToGene,100130631,Related pseudogene
1933,GeneToGene,100421756,Related pseudogene
1933,GeneToGene,100421774,Related pseudogene
1933,GeneToGene,1932,Related pseudogene
1933,GeneToGene,1934,Related pseudogene
1933,GeneToGene,442227,Related pseudogene
1933,GeneToGene,644820,Related pseudogene
1933,GeneToGene,647030,Related pseudogene
1934,GeneToGene,1933,Related functional gene
1936,GeneToGene,100422656,Related pseudogene
1936,GeneToGene,126037,Related pseudogene
1936,GeneToGene,196549,Related pseudogene
1936,GeneToGene,283236,Related pseudogene
1936,GeneToGene,442258,Related pseudogene
1936,GeneToGene,442325,Related pseudogene
1936,GeneToGene,442429,Related pseudogene
1936,GeneToGene,644357,Related pseudogene
1937,GeneToGene,64852,Potential readthrough sibling
1937,GeneToGene,100129403,Related pseudogene
1937,GeneToGene,100130260,Related pseudogene
1937,GeneToGene,100421733,Related pseudogene
1937,GeneToGene,391698,Related pseudogene
1937,GeneToGene,642357,Related pseudogene
1937,GeneToGene,645311,Related pseudogene
1937,GeneToGene,646837,Related pseudogene
1937,GeneToGene,651628,Related pseudogene
1937,GeneToGene,729998,Related pseudogene
1944,GeneToGene,125467750,Readthrough parent
1944,GeneToGene,1945,Readthrough sibling
1945,GeneToGene,125467744,Readthrough parent
1945,GeneToGene,125467750,Readthrough parent
1945,GeneToGene,1944,Readthrough sibling
1945,GeneToGene,8751,Readthrough sibling
1951,GeneToGene,65010,Potential readthrough sibling
1964,GeneToGene,106479036,Related pseudogene
1964,GeneToGene,280661,Related pseudogene
1968,GeneToGene,100129776,Related pseudogene
1968,GeneToGene,100131158,Related pseudogene
1968,GeneToGene,100328982,Related pseudogene
1973,GeneToGene,968,Potential readthrough sibling
1973,GeneToGene,100533955,Readthrough parent
1973,GeneToGene,26168,Readthrough sibling
1973,GeneToGene,100130006,Related pseudogene
1973,GeneToGene,100289102,Related pseudogene
1973,GeneToGene,100421533,Related pseudogene
1973,GeneToGene,100462824,Related pseudogene
1973,GeneToGene,100462826,Related pseudogene
1973,GeneToGene,100462830,Related pseudogene
1973,GeneToGene,341784,Related pseudogene
1973,GeneToGene,359792,Related pseudogene
1973,GeneToGene,390394,Related pseudogene
1973,GeneToGene,390407,Related pseudogene
1973,GeneToGene,54052,Related pseudogene
1973,GeneToGene,642746,Related pseudogene
1973,GeneToGene,728698,Related pseudogene
1974,GeneToGene,100133309,Related pseudogene
1974,GeneToGene,100421579,Related pseudogene
1974,GeneToGene,106480446,Related pseudogene
1974,GeneToGene,286512,Related pseudogene
1974,GeneToGene,646171,Related pseudogene
1975,GeneToGene,100128771,Related pseudogene
1975,GeneToGene,100129337,Related pseudogene
1975,GeneToGene,100129692,Related pseudogene
1975,GeneToGene,100130064,Related pseudogene
1975,GeneToGene,100421528,Related pseudogene
1975,GeneToGene,319118,Related pseudogene
1975,GeneToGene,339881,Related pseudogene
1975,GeneToGene,643873,Related pseudogene
1975,GeneToGene,645579,Related pseudogene
1977,GeneToGene,100131565,Related pseudogene
1977,GeneToGene,100131693,Related pseudogene
1977,GeneToGene,100132918,Related pseudogene
1977,GeneToGene,100421455,Related pseudogene
1977,GeneToGene,1980,Related pseudogene
1978,GeneToGene,326295,Related pseudogene
1978,GeneToGene,768328,Related pseudogene
1979,GeneToGene,100190922,Related pseudogene
1979,GeneToGene,100190923,Related pseudogene
1979,GeneToGene,100190924,Related pseudogene
1979,GeneToGene,170510,Related pseudogene
1980,GeneToGene,1977,Related functional gene
1982,GeneToGene,58486,Potential readthrough sibling
1983,GeneToGene,100421390,Related pseudogene
1983,GeneToGene,100421391,Related pseudogene
1984,GeneToGene,1986,Related pseudogene
1984,GeneToGene,1987,Related pseudogene
1984,GeneToGene,642592,Related pseudogene
1986,GeneToGene,1984,Related functional gene
1987,GeneToGene,1984,Related functional gene
1998,GeneToGene,100101917,Related pseudogene
1998,GeneToGene,260335,Related pseudogene
1998,GeneToGene,260336,Related pseudogene
1998,GeneToGene,644935,Related pseudogene
2002,GeneToGene,2003,Related pseudogene
2002,GeneToGene,647102,Related pseudogene
2002,GeneToGene,9995,Related pseudogene
2003,GeneToGene,3505,Potential readthrough sibling
2003,GeneToGene,2002,Related functional gene
2005,GeneToGene,85414,Potential readthrough sibling
2011,GeneToGene,100421484,Related pseudogene
2011,GeneToGene,100421485,Related pseudogene
2011,GeneToGene,100421494,Related pseudogene
2011,GeneToGene,100421496,Related pseudogene
2011,GeneToGene,100421498,Related pseudogene
2011,GeneToGene,100421500,Related pseudogene
2011,GeneToGene,100421501,Related pseudogene
2011,GeneToGene,100421502,Related pseudogene
2011,GeneToGene,100421507,Related pseudogene
2011,GeneToGene,100421508,Related pseudogene
2011,GeneToGene,100421511,Related pseudogene
2011,GeneToGene,100421531,Related pseudogene
2011,GeneToGene,100421558,Related pseudogene
2011,GeneToGene,100421565,Related pseudogene
2011,GeneToGene,100507674,Related pseudogene
2011,GeneToGene,100533755,Related pseudogene
2011,GeneToGene,100533794,Related pseudogene
2011,GeneToGene,100533795,Related pseudogene
2011,GeneToGene,100631260,Related pseudogene
2011,GeneToGene,100631261,Related pseudogene
2011,GeneToGene,402679,Related pseudogene
2013,GeneToGene,391359,Related pseudogene
2023,GeneToGene,100419069,Related pseudogene
2023,GeneToGene,100419098,Related pseudogene
2023,GeneToGene,100885799,Related pseudogene
2023,GeneToGene,2025,Related pseudogene
2025,GeneToGene,2023,Related functional gene
2028,GeneToGene,100421386,Related pseudogene
2028,GeneToGene,646797,Related pseudogene
2029,GeneToGene,100128203,Related pseudogene
2029,GeneToGene,170511,Related pseudogene
2029,GeneToGene,319114,Related pseudogene
2040,GeneToGene,100418713,Related pseudogene
2052,GeneToGene,6726,Potential readthrough sibling
2057,GeneToGene,57139,Potential readthrough sibling
2060,GeneToGene,55380,Related pseudogene
2073,GeneToGene,100533467,Readthrough parent
2073,GeneToGene,54841,Readthrough sibling
2079,GeneToGene,100507125,Related pseudogene
2079,GeneToGene,100874403,Related pseudogene
2086,GeneToGene,109504726,Readthrough parent
2086,GeneToGene,51351,Readthrough sibling
2091,GeneToGene,100127981,Related pseudogene
2098,GeneToGene,100421092,Related pseudogene
2101,GeneToGene,144832,Related pseudogene
2101,GeneToGene,144847,Related pseudogene
2107,GeneToGene,100132121,Related pseudogene
2107,GeneToGene,6824,Related pseudogene
2107,GeneToGene,6825,Related pseudogene
2114,GeneToGene,100131617,Related pseudogene
2119,GeneToGene,1608,Potential readthrough sibling
2130,GeneToGene,284685,Related pseudogene
2130,GeneToGene,644584,Related pseudogene
2135,GeneToGene,100287682,Related pseudogene
2146,GeneToGene,266693,Related pseudogene
2152,GeneToGene,100422267,Related pseudogene
2166,GeneToGene,387338,Potential readthrough sibling
2166,GeneToGene,729041,Related pseudogene
2170,GeneToGene,56677,Related pseudogene
2171,GeneToGene,100130687,Related pseudogene
2171,GeneToGene,100270673,Related pseudogene
2171,GeneToGene,100288964,Related pseudogene
2171,GeneToGene,100873957,Related pseudogene
2171,GeneToGene,100873958,Related pseudogene
2171,GeneToGene,106480712,Related pseudogene
2171,GeneToGene,220832,Related pseudogene
2171,GeneToGene,266699,Related pseudogene
2171,GeneToGene,344332,Related pseudogene
2171,GeneToGene,387934,Related pseudogene
2171,GeneToGene,404766,Related pseudogene
2171,GeneToGene,642956,Related pseudogene
2171,GeneToGene,728641,Related pseudogene
2171,GeneToGene,728729,Related pseudogene
2171,GeneToGene,729163,Related pseudogene
2173,GeneToGene,100506953,Related pseudogene
2173,GeneToGene,100874317,Related pseudogene
2177,GeneToGene,100421239,Related pseudogene
2177,GeneToGene,101929530,Related pseudogene
2181,GeneToGene,100421637,Related pseudogene
2186,GeneToGene,109286551,Related pseudogene
2189,GeneToGene,7415,Potential readthrough sibling
2195,GeneToGene,170513,Related pseudogene
2197,GeneToGene,100271125,Related pseudogene
2197,GeneToGene,100271126,Related pseudogene
2197,GeneToGene,101927789,Related pseudogene
2197,GeneToGene,140623,Related pseudogene
2209,GeneToGene,100132417,Related pseudogene
2209,GeneToGene,2210,Related pseudogene
2210,GeneToGene,2209,Related functional gene
2216,GeneToGene,2230,Related functional gene
2224,GeneToGene,100190987,Related pseudogene
2224,GeneToGene,2227,Related pseudogene
2224,GeneToGene,2228,Related pseudogene
2224,GeneToGene,2229,Related pseudogene
2224,GeneToGene,343332,Related pseudogene
2224,GeneToGene,401822,Related pseudogene
2224,GeneToGene,401981,Related pseudogene
2224,GeneToGene,441261,Related pseudogene
2224,GeneToGene,54051,Related pseudogene
2224,GeneToGene,619190,Related pseudogene
2227,GeneToGene,2224,Related functional gene
2228,GeneToGene,2224,Related functional gene
2229,GeneToGene,2224,Related functional gene
2230,GeneToGene,2216,Related pseudogene
2230,GeneToGene,2231,Related pseudogene
2231,GeneToGene,2230,Related functional gene
2235,GeneToGene,2236,Related pseudogene
2236,GeneToGene,2235,Related functional gene
2237,GeneToGene,645931,Related pseudogene
2241,GeneToGene,553112,Related pseudogene
2252,GeneToGene,100113421,Related pseudogene
2252,GeneToGene,387559,Related pseudogene
2252,GeneToGene,387628,Related pseudogene
2252,GeneToGene,394217,Related pseudogene
2252,GeneToGene,653453,Related pseudogene
2252,GeneToGene,654466,Related pseudogene
2252,GeneToGene,728195,Related pseudogene
2252,GeneToGene,728433,Related pseudogene
2256,GeneToGene,374768,Potential readthrough sibling
2261,GeneToGene,100420833,Related pseudogene
2261,GeneToGene,100420881,Related pseudogene
2261,GeneToGene,100420952,Related pseudogene
2261,GeneToGene,100462812,Related pseudogene
2261,GeneToGene,100462815,Related pseudogene
2261,GeneToGene,100462816,Related pseudogene
2271,GeneToGene,100873790,Related pseudogene
2271,GeneToGene,128385370,Related pseudogene
2273,GeneToGene,100128164,Related pseudogene
2277,GeneToGene,100532742,Readthrough parent
2277,GeneToGene,8544,Readthrough sibling
2280,GeneToGene,100528031,Readthrough parent
2280,GeneToGene,27111,Readthrough sibling
2280,GeneToGene,2282,Related pseudogene
2280,GeneToGene,2283,Related pseudogene
2280,GeneToGene,2284,Related pseudogene
2280,GeneToGene,2285,Related pseudogene
2281,GeneToGene,107984636,Related pseudogene
2282,GeneToGene,2280,Related functional gene
2283,GeneToGene,2280,Related functional gene
2284,GeneToGene,2280,Related functional gene
2285,GeneToGene,2280,Related functional gene
2287,GeneToGene,100130485,Related pseudogene
2288,GeneToGene,100132268,Related pseudogene
2288,GeneToGene,100132656,Related pseudogene
2288,GeneToGene,389727,Related pseudogene
2288,GeneToGene,441410,Related pseudogene
2288,GeneToGene,643880,Related pseudogene
2308,GeneToGene,2311,Related pseudogene
2311,GeneToGene,2308,Related functional gene
2318,GeneToGene,392787,Related pseudogene
2321,GeneToGene,391533,Related pseudogene
2326,GeneToGene,100129007,Related pseudogene
2326,GeneToGene,100337589,Related pseudogene
2326,GeneToGene,100337590,Related pseudogene
2326,GeneToGene,116123,Related pseudogene
2328,GeneToGene,388714,Related pseudogene
2330,GeneToGene,100128181,Related pseudogene
2339,GeneToGene,84376,Potential readthrough sibling
2339,GeneToGene,2341,Related pseudogene
2339,GeneToGene,283226,Related pseudogene
2341,GeneToGene,2339,Related functional gene
2342,GeneToGene,100529261,Readthrough parent
2342,GeneToGene,91612,Readthrough sibling
2348,GeneToGene,390221,Related pseudogene
2352,GeneToGene,100288543,Related pseudogene
2357,GeneToGene,100288484,Related pseudogene
2395,GeneToGene,100418706,Related pseudogene
2395,GeneToGene,122942,Related pseudogene
2483,GeneToGene,100132352,Related pseudogene
2483,GeneToGene,100289097,Related pseudogene
2483,GeneToGene,101930531,Related pseudogene
2483,GeneToGene,102723316,Related pseudogene
2483,GeneToGene,102723390,Related pseudogene
2483,GeneToGene,102723780,Related pseudogene
2483,GeneToGene,105376057,Related pseudogene
2483,GeneToGene,283788,Related pseudogene
2483,GeneToGene,284802,Related pseudogene
2483,GeneToGene,642236,Related pseudogene
2491,GeneToGene,100419337,Related pseudogene
2495,GeneToGene,100420300,Related pseudogene
2495,GeneToGene,100420303,Related pseudogene
2495,GeneToGene,100462797,Related pseudogene
2495,GeneToGene,100462799,Related pseudogene
2495,GeneToGene,106478936,Related pseudogene
2495,GeneToGene,106481787,Related pseudogene
2495,GeneToGene,2496,Related pseudogene
2495,GeneToGene,2497,Related pseudogene
2495,GeneToGene,2498,Related pseudogene
2495,GeneToGene,2499,Related pseudogene
2495,GeneToGene,2500,Related pseudogene
2495,GeneToGene,2501,Related pseudogene
2495,GeneToGene,2502,Related pseudogene
2495,GeneToGene,2503,Related pseudogene
2495,GeneToGene,2504,Related pseudogene
2495,GeneToGene,2507,Related pseudogene
2495,GeneToGene,2508,Related pseudogene
2495,GeneToGene,2509,Related pseudogene
2495,GeneToGene,2510,Related pseudogene
2495,GeneToGene,646362,Related pseudogene
2495,GeneToGene,729009,Related pseudogene
2496,GeneToGene,2495,Related functional gene
2497,GeneToGene,2495,Related functional gene
2498,GeneToGene,2495,Related functional gene
2499,GeneToGene,2495,Related functional gene
2500,GeneToGene,2495,Related functional gene
2501,GeneToGene,2495,Related functional gene
2502,GeneToGene,2495,Related functional gene
2503,GeneToGene,2495,Related functional gene
2504,GeneToGene,2495,Related functional gene
2507,GeneToGene,2495,Related functional gene
2508,GeneToGene,2495,Related functional gene
2509,GeneToGene,2495,Related functional gene
